,id,created_on,property_type,lat,lon,local price,usd price,barrio,commune
9896,6301d6d88733ce1b13b1e14f87b009624d70bd56,6/22/2015,apartment,-34.57996743,-58.40563865,95009.75,5500,0,14
11866,321f9083e24d746d8b7f0dde21182443b7828156,6/9/2015,apartment,-34.5770609,-58.4139687,95009.75,5500,0,14
11897,e0a9c75808fbb7524d0052666172af01748e15f0,3/30/2015,house,-34.5762898,-58.420013,95009.75,5500,0,14
12059,2f2fa74e639d876408cc59c0ff5435de2328f03c,3/26/2015,apartment,-34.5625,-58.458333,95009.75,5500,1,13
12384,86161d014a428b5cdec5e1ae328b12a7505dceaa,6/26/2015,apartment,-34.6048939,-58.3635944,95009.75,5500,48,1
13053,6301d6d88733ce1b13b1e14f87b009624d70bd56,6/22/2015,apartment,-34.57996743,-58.40563865,95009.75,5500,0,14
15351,e0a9c75808fbb7524d0052666172af01748e15f0,3/30/2015,house,-34.5762898,-58.420013,95009.75,5500,0,14
15385,321f9083e24d746d8b7f0dde21182443b7828156,6/9/2015,apartment,-34.5770609,-58.4139687,95009.75,5500,0,14
15562,2f2fa74e639d876408cc59c0ff5435de2328f03c,3/26/2015,apartment,-34.5625,-58.458333,95009.75,5500,1,13
15877,86161d014a428b5cdec5e1ae328b12a7505dceaa,6/26/2015,apartment,-34.6048939,-58.3635944,95009.75,5500,48,1
16536,6301d6d88733ce1b13b1e14f87b009624d70bd56,6/22/2015,apartment,-34.57996743,-58.40563865,95009.75,5500,0,14
23106,e0a9c75808fbb7524d0052666172af01748e15f0,3/30/2015,house,-34.5762898,-58.420013,94228.75,5500,0,14
23107,321f9083e24d746d8b7f0dde21182443b7828156,6/9/2015,apartment,-34.5770609,-58.4139687,94228.75,5500,0,14
23110,2f2fa74e639d876408cc59c0ff5435de2328f03c,3/26/2015,apartment,-34.5625,-58.458333,94228.75,5500,1,13
23111,5f3c42637f4a187785657b1a2f47539c98aad5b5,9/10/2015,apartment,-34.5986045,-58.3969208,94228.75,5500,44,2
23112,86161d014a428b5cdec5e1ae328b12a7505dceaa,6/26/2015,apartment,-34.6048939,-58.3635944,94228.75,5500,48,1
23114,6301d6d88733ce1b13b1e14f87b009624d70bd56,6/22/2015,apartment,-34.57996743,-58.40563865,94228.75,5500,0,14
23115,96200a80dfeb78154d77726b35a79efe570f589e,9/3/2015,apartment,-34.5744943,-58.4230428,94228.75,5500,0,14
27132,5f3c42637f4a187785657b1a2f47539c98aad5b5,9/10/2015,apartment,-34.5986045,-58.3969208,94228.75,5500,44,2
27133,86161d014a428b5cdec5e1ae328b12a7505dceaa,6/26/2015,apartment,-34.6048939,-58.3635944,94228.75,5500,48,1
27135,96200a80dfeb78154d77726b35a79efe570f589e,9/3/2015,apartment,-34.5744943,-58.4230428,94228.75,5500,0,14
32200,5f3c42637f4a187785657b1a2f47539c98aad5b5,9/10/2015,apartment,-34.5986045,-58.3969208,94228.75,5500,44,2
32201,86161d014a428b5cdec5e1ae328b12a7505dceaa,6/26/2015,apartment,-34.6048939,-58.3635944,94228.75,5500,48,1
32203,96200a80dfeb78154d77726b35a79efe570f589e,9/3/2015,apartment,-34.5744943,-58.4230428,94228.75,5500,0,14
36053,5f3c42637f4a187785657b1a2f47539c98aad5b5,9/10/2015,apartment,-34.5986045,-58.3969208,87826.75,5500,44,2
36055,96200a80dfeb78154d77726b35a79efe570f589e,9/3/2015,apartment,-34.5744943,-58.4230428,87826.75,5500,0,14
39855,5f3c42637f4a187785657b1a2f47539c98aad5b5,9/10/2015,apartment,-34.5986045,-58.3969208,87826.75,5500,44,2
39856,96200a80dfeb78154d77726b35a79efe570f589e,9/3/2015,apartment,-34.5744943,-58.4230428,87826.75,5500,0,14
43640,96200a80dfeb78154d77726b35a79efe570f589e,9/3/2015,apartment,-34.5744943,-58.4230428,92669.5,5500,0,14
51016,5f3c42637f4a187785657b1a2f47539c98aad5b5,9/10/2015,apartment,-34.5986045,-58.3969208,94228.75,5500,44,2
51017,86161d014a428b5cdec5e1ae328b12a7505dceaa,6/26/2015,apartment,-34.6048939,-58.3635944,94228.75,5500,48,1
51019,96200a80dfeb78154d77726b35a79efe570f589e,9/3/2015,apartment,-34.5744943,-58.4230428,94228.75,5500,0,14
32802,47cad0d674239a0555bf78bfb52f8d25a6ce06f7,11/6/2015,apartment,-34.5645474,-58.4488985,88515.47,5543.13,1,13
37011,47cad0d674239a0555bf78bfb52f8d25a6ce06f7,11/6/2015,apartment,-34.5645474,-58.4488985,88515.47,5543.13,1,13
44104,47cad0d674239a0555bf78bfb52f8d25a6ce06f7,11/6/2015,apartment,-34.5645474,-58.4488985,88515.47,5543.13,1,13
45633,47cad0d674239a0555bf78bfb52f8d25a6ce06f7,11/6/2015,apartment,-34.5645474,-58.4488985,88515.47,5543.13,1,13
27973,9e941548006db6e0d91ed082af1cfbc70e988b57,11/18/2015,store,-34.5967925,-58.3755156,95261.32,5560.27,35,1
32686,9e941548006db6e0d91ed082af1cfbc70e988b57,11/18/2015,store,-34.5967925,-58.3755156,88789.17,5560.27,35,1
47040,9e941548006db6e0d91ed082af1cfbc70e988b57,11/18/2015,store,-34.5967925,-58.3755156,95261.32,5560.27,35,1
11859,12011995999cadb6c0a6f53baccdbee00fe51b91,7/1/2015,store,-34.5918543,-58.4069683,96471.86,5584.64,44,2
15407,12011995999cadb6c0a6f53baccdbee00fe51b91,7/1/2015,store,-34.5918543,-58.4069683,96471.86,5584.64,44,2
19074,12011995999cadb6c0a6f53baccdbee00fe51b91,7/1/2015,store,-34.5918543,-58.4069683,95678.84,5584.64,44,2
4013,20f412f0cc9468928d8d99b00f0092899a73c52e,4/3/2015,store,-34.61120751,-58.38735008,96652.55,5595.1,36,1
47284,11170908bbb74c6a3d09df9ddac052cb1f377265,11/18/2015,house,-34.592184,-58.39051,96069.97,5607.47,44,2
21565,b75b72a684461a2d1417c1959f9470ce7973c158,9/10/2015,store,-34.580051,-58.4052557,96527.76,5634.19,0,14
25878,b75b72a684461a2d1417c1959f9470ce7973c158,9/10/2015,store,-34.580051,-58.4052557,96527.76,5634.19,0,14
23722,6d1416d334a5aa9d711cc010d58cba0d727346b2,10/15/2015,apartment,-34.5606625,-58.4494899,97253.83,5676.57,1,13
47208,6d1416d334a5aa9d711cc010d58cba0d727346b2,10/15/2015,apartment,-34.5606625,-58.4494899,97253.83,5676.57,1,13
9107,9bc95097d978a30b558c51bcdcc043e24501633d,6/23/2015,store,-34.5922027,-58.4024761,99618.06,5766.77,44,2
12153,9bc95097d978a30b558c51bcdcc043e24501633d,6/23/2015,store,-34.5922027,-58.4024761,99618.06,5766.77,44,2
15642,9bc95097d978a30b558c51bcdcc043e24501633d,6/23/2015,store,-34.5922027,-58.4024761,99618.06,5766.77,44,2
19299,9bc95097d978a30b558c51bcdcc043e24501633d,6/23/2015,store,-34.5922027,-58.4024761,98799.18,5766.77,44,2
23802,9bc95097d978a30b558c51bcdcc043e24501633d,6/23/2015,store,-34.5922027,-58.4024761,98799.18,5766.77,44,2
28177,9bc95097d978a30b558c51bcdcc043e24501633d,6/23/2015,store,-34.5922027,-58.4024761,98799.18,5766.77,44,2
47263,9bc95097d978a30b558c51bcdcc043e24501633d,6/23/2015,store,-34.5922027,-58.4024761,98799.18,5766.77,44,2
12183,b312992a86fc65921d38557cddbc4ef7420acd4a,7/15/2015,store,-34.60382864,-58.40537391,100586.64,5822.84,4,3
15695,b312992a86fc65921d38557cddbc4ef7420acd4a,7/15/2015,store,-34.60382864,-58.40537391,100586.64,5822.84,4,3
19322,b312992a86fc65921d38557cddbc4ef7420acd4a,7/15/2015,store,-34.60382864,-58.40537391,99759.8,5822.84,4,3
23841,b312992a86fc65921d38557cddbc4ef7420acd4a,7/15/2015,store,-34.60382864,-58.40537391,99759.8,5822.84,4,3
28210,b312992a86fc65921d38557cddbc4ef7420acd4a,7/15/2015,store,-34.60382864,-58.40537391,99759.8,5822.84,4,3
47293,b312992a86fc65921d38557cddbc4ef7420acd4a,7/15/2015,store,-34.60382864,-58.40537391,99759.8,5822.84,4,3
19383,4e2aa794bb9b861d4f58104f48bb0c999a057a23,9/22/2015,store,-34.59194115,-58.40714903,100865.02,5887.35,44,2
23921,4e2aa794bb9b861d4f58104f48bb0c999a057a23,9/22/2015,store,-34.59194115,-58.40714903,100865.02,5887.35,44,2
28282,4e2aa794bb9b861d4f58104f48bb0c999a057a23,9/22/2015,store,-34.59194115,-58.40714903,100865.02,5887.35,44,2
32961,4e2aa794bb9b861d4f58104f48bb0c999a057a23,9/22/2015,store,-34.59194115,-58.40714903,94012.14,5887.35,44,2
47348,4e2aa794bb9b861d4f58104f48bb0c999a057a23,9/22/2015,store,-34.59194115,-58.40714903,100865.02,5887.35,44,2
33022,6cfe2c5204020e5b541414039518ab7ac314d035,7/22/2015,apartment,-34.61313,-58.3597505,94613.2,5924.99,48,1
1221,8a3892773b947118dcd3da977c3fca43c7c79f8b,2/27/2015,store,-34.5953591,-58.3987261,102436.23,5929.91,44,2
3033,8a3892773b947118dcd3da977c3fca43c7c79f8b,2/27/2015,store,-34.5953591,-58.3987261,102436.23,5929.91,44,2
5358,8a3892773b947118dcd3da977c3fca43c7c79f8b,2/27/2015,store,-34.5953591,-58.3987261,102436.23,5929.91,44,2
7772,8a3892773b947118dcd3da977c3fca43c7c79f8b,2/27/2015,store,-34.5953591,-58.3987261,102436.23,5929.91,44,2
10713,8a3892773b947118dcd3da977c3fca43c7c79f8b,2/27/2015,store,-34.5953591,-58.3987261,102436.23,5929.91,44,2
13948,8a3892773b947118dcd3da977c3fca43c7c79f8b,2/27/2015,store,-34.5953591,-58.3987261,102436.23,5929.91,44,2
17524,8a3892773b947118dcd3da977c3fca43c7c79f8b,2/27/2015,store,-34.5953591,-58.3987261,102436.23,5929.91,44,2
4109,4c9b6c1cfa7b4740a332d387b149b89d4bfebac9,4/24/2015,store,-34.6057005,-58.3779666,102630.22,5941.14,43,1
6537,4c9b6c1cfa7b4740a332d387b149b89d4bfebac9,4/24/2015,store,-34.6057005,-58.3779666,102630.22,5941.14,43,1
9206,4c9b6c1cfa7b4740a332d387b149b89d4bfebac9,4/24/2015,store,-34.6057005,-58.3779666,102630.22,5941.14,43,1
12273,4c9b6c1cfa7b4740a332d387b149b89d4bfebac9,4/24/2015,store,-34.6057005,-58.3779666,102630.22,5941.14,43,1
15776,4c9b6c1cfa7b4740a332d387b149b89d4bfebac9,4/24/2015,store,-34.6057005,-58.3779666,102630.22,5941.14,43,1
4086,2154ff61c1b72cb4d2fbaa2ad01b7f0d3c1bea69,4/24/2015,store,-34.62322946,-58.37678393,102939.26,5959.03,41,1
6505,2154ff61c1b72cb4d2fbaa2ad01b7f0d3c1bea69,4/24/2015,store,-34.62322946,-58.37678393,102939.26,5959.03,41,1
9189,2154ff61c1b72cb4d2fbaa2ad01b7f0d3c1bea69,4/24/2015,store,-34.62322946,-58.37678393,102939.26,5959.03,41,1
12240,2154ff61c1b72cb4d2fbaa2ad01b7f0d3c1bea69,4/24/2015,store,-34.62322946,-58.37678393,102939.26,5959.03,41,1
4038,4c9ad0f3516ee4bf4d5b6a484ddffa0c9910a0ce,4/12/2015,store,-34.59467396,-58.38717749,102980.89,5961.44,35,1
4051,db0c8ea5dfb1ba16b854eb1db86a821c4eacdf39,4/12/2015,house,-34.59467396,-58.38717749,102980.89,5961.44,35,1
6447,db0c8ea5dfb1ba16b854eb1db86a821c4eacdf39,4/12/2015,house,-34.59467396,-58.38717749,102980.89,5961.44,35,1
6449,4c9ad0f3516ee4bf4d5b6a484ddffa0c9910a0ce,4/12/2015,store,-34.59467396,-58.38717749,102980.89,5961.44,35,1
9094,4c9ad0f3516ee4bf4d5b6a484ddffa0c9910a0ce,4/12/2015,store,-34.59467396,-58.38717749,102980.89,5961.44,35,1
9119,db0c8ea5dfb1ba16b854eb1db86a821c4eacdf39,4/12/2015,house,-34.59467396,-58.38717749,102980.89,5961.44,35,1
12149,db0c8ea5dfb1ba16b854eb1db86a821c4eacdf39,4/12/2015,house,-34.59467396,-58.38717749,102980.89,5961.44,35,1
12151,4c9ad0f3516ee4bf4d5b6a484ddffa0c9910a0ce,4/12/2015,store,-34.59467396,-58.38717749,102980.89,5961.44,35,1
15671,4c9ad0f3516ee4bf4d5b6a484ddffa0c9910a0ce,4/12/2015,store,-34.59467396,-58.38717749,102980.89,5961.44,35,1
15676,db0c8ea5dfb1ba16b854eb1db86a821c4eacdf39,4/12/2015,house,-34.59467396,-58.38717749,102980.89,5961.44,35,1
19259,db0c8ea5dfb1ba16b854eb1db86a821c4eacdf39,4/12/2015,house,-34.59467396,-58.38717749,102134.37,5961.44,35,1
19301,4c9ad0f3516ee4bf4d5b6a484ddffa0c9910a0ce,4/12/2015,store,-34.59467396,-58.38717749,102134.37,5961.44,35,1
23788,db0c8ea5dfb1ba16b854eb1db86a821c4eacdf39,4/12/2015,house,-34.59467396,-58.38717749,102134.37,5961.44,35,1
23817,4c9ad0f3516ee4bf4d5b6a484ddffa0c9910a0ce,4/12/2015,store,-34.59467396,-58.38717749,102134.37,5961.44,35,1
3754,92882aa922c45043f5b10fa42505353e36aec20b,4/30/2015,store,-34.60257,-58.37918,103061.91,5966.13,43,1
6210,92882aa922c45043f5b10fa42505353e36aec20b,4/30/2015,store,-34.60257,-58.37918,103061.91,5966.13,43,1
8818,92882aa922c45043f5b10fa42505353e36aec20b,4/30/2015,store,-34.60257,-58.37918,103061.91,5966.13,43,1
11825,92882aa922c45043f5b10fa42505353e36aec20b,4/30/2015,store,-34.60257,-58.37918,103061.91,5966.13,43,1
1866,837712c5670d08d76e4a8bea13530b0807477455,3/30/2015,apartment,-34.5856408,-58.3935573,103647,6000,44,2
6081,2ed715249f59a17cc4ebc2fba5acac092f96f436,4/15/2015,apartment,-34.5807608,-58.39821896,103647,6000,0,14
6083,040cf647ea08528669e32b05669e227d2f10ec22,4/27/2015,house,-34.55207153,-58.44675733,103647,6000,1,13
6084,837712c5670d08d76e4a8bea13530b0807477455,3/30/2015,apartment,-34.5856408,-58.3935573,103647,6000,44,2
8707,2ed715249f59a17cc4ebc2fba5acac092f96f436,4/15/2015,apartment,-34.5807608,-58.39821896,103647,6000,0,14
8709,040cf647ea08528669e32b05669e227d2f10ec22,4/27/2015,house,-34.55207153,-58.44675733,103647,6000,1,13
8710,837712c5670d08d76e4a8bea13530b0807477455,3/30/2015,apartment,-34.5856408,-58.3935573,103647,6000,44,2
8717,7e0d7288f27829278801ae05ffc40fa4b96af7bb,5/21/2015,apartment,-34.57996743,-58.40563865,103647,6000,0,14
11689,2ed715249f59a17cc4ebc2fba5acac092f96f436,4/15/2015,apartment,-34.5807608,-58.39821896,103647,6000,0,14
11691,45b6494fd4fe6a98aaa7f1e7ed67e6be253912cd,6/24/2015,house,-34.5684612,-58.44013835,103647,6000,0,14
11692,040cf647ea08528669e32b05669e227d2f10ec22,4/27/2015,house,-34.55207153,-58.44675733,103647,6000,1,13
11693,837712c5670d08d76e4a8bea13530b0807477455,3/30/2015,apartment,-34.5856408,-58.3935573,103647,6000,44,2
11700,7e0d7288f27829278801ae05ffc40fa4b96af7bb,5/21/2015,apartment,-34.57996743,-58.40563865,103647,6000,0,14
15185,5615a38aa878029a40e3cd3390bdc03cf58a6d55,7/23/2015,apartment,-34.5807608,-58.39821896,103647,6000,0,14
15186,2ed715249f59a17cc4ebc2fba5acac092f96f436,4/15/2015,apartment,-34.5807608,-58.39821896,103647,6000,0,14
15190,45b6494fd4fe6a98aaa7f1e7ed67e6be253912cd,6/24/2015,house,-34.5684612,-58.44013835,103647,6000,0,14
15191,040cf647ea08528669e32b05669e227d2f10ec22,4/27/2015,house,-34.55207153,-58.44675733,103647,6000,1,13
15192,837712c5670d08d76e4a8bea13530b0807477455,3/30/2015,apartment,-34.5856408,-58.3935573,103647,6000,44,2
15199,7e0d7288f27829278801ae05ffc40fa4b96af7bb,5/21/2015,apartment,-34.57996743,-58.40563865,103647,6000,0,14
18898,5615a38aa878029a40e3cd3390bdc03cf58a6d55,7/23/2015,apartment,-34.5807608,-58.39821896,103647,6000,0,14
18899,2ed715249f59a17cc4ebc2fba5acac092f96f436,4/15/2015,apartment,-34.5807608,-58.39821896,103647,6000,0,14
18903,45b6494fd4fe6a98aaa7f1e7ed67e6be253912cd,6/24/2015,house,-34.5684612,-58.44013835,103647,6000,0,14
18904,040cf647ea08528669e32b05669e227d2f10ec22,4/27/2015,house,-34.55207153,-58.44675733,103647,6000,1,13
18905,2f7b56095689504b432030ff270f3f758107e9b5,8/10/2015,apartment,-34.5908787,-58.3842175,103647,6000,35,1
18906,837712c5670d08d76e4a8bea13530b0807477455,3/30/2015,apartment,-34.5856408,-58.3935573,103647,6000,44,2
18913,7e0d7288f27829278801ae05ffc40fa4b96af7bb,5/21/2015,apartment,-34.57996743,-58.40563865,103647,6000,0,14
23042,5615a38aa878029a40e3cd3390bdc03cf58a6d55,7/23/2015,apartment,-34.5807608,-58.39821896,102795,6000,0,14
23043,2ed715249f59a17cc4ebc2fba5acac092f96f436,4/15/2015,apartment,-34.5807608,-58.39821896,102795,6000,0,14
23046,040cf647ea08528669e32b05669e227d2f10ec22,4/27/2015,house,-34.55207153,-58.44675733,102795,6000,1,13
23047,45b6494fd4fe6a98aaa7f1e7ed67e6be253912cd,6/24/2015,house,-34.5684612,-58.44013835,102795,6000,0,14
23048,2f7b56095689504b432030ff270f3f758107e9b5,8/10/2015,apartment,-34.5908787,-58.3842175,102795,6000,35,1
23049,837712c5670d08d76e4a8bea13530b0807477455,3/30/2015,apartment,-34.5856408,-58.3935573,102795,6000,44,2
23056,7e0d7288f27829278801ae05ffc40fa4b96af7bb,5/21/2015,apartment,-34.57996743,-58.40563865,102795,6000,0,14
27586,2ed715249f59a17cc4ebc2fba5acac092f96f436,4/15/2015,apartment,-34.5807608,-58.39821896,102795,6000,0,14
27587,5615a38aa878029a40e3cd3390bdc03cf58a6d55,7/23/2015,apartment,-34.5807608,-58.39821896,102795,6000,0,14
27590,45b6494fd4fe6a98aaa7f1e7ed67e6be253912cd,6/24/2015,house,-34.5684612,-58.44013835,102795,6000,0,14
27591,040cf647ea08528669e32b05669e227d2f10ec22,4/27/2015,house,-34.55207153,-58.44675733,102795,6000,1,13
27592,2f7b56095689504b432030ff270f3f758107e9b5,8/10/2015,apartment,-34.5908787,-58.3842175,102795,6000,35,1
27594,7e0d7288f27829278801ae05ffc40fa4b96af7bb,5/21/2015,apartment,-34.57996743,-58.40563865,102795,6000,0,14
32139,5615a38aa878029a40e3cd3390bdc03cf58a6d55,7/23/2015,apartment,-34.5807608,-58.39821896,102795,6000,0,14
32141,45b6494fd4fe6a98aaa7f1e7ed67e6be253912cd,6/24/2015,house,-34.5684612,-58.44013835,102795,6000,0,14
32142,2f7b56095689504b432030ff270f3f758107e9b5,8/10/2015,apartment,-34.5908787,-58.3842175,102795,6000,35,1
36220,5615a38aa878029a40e3cd3390bdc03cf58a6d55,7/23/2015,apartment,-34.5807608,-58.39821896,95811,6000,0,14
36222,2f7b56095689504b432030ff270f3f758107e9b5,8/10/2015,apartment,-34.5908787,-58.3842175,95811,6000,35,1
40014,2f7b56095689504b432030ff270f3f758107e9b5,8/10/2015,apartment,-34.5908787,-58.3842175,95811,6000,35,1
50957,5615a38aa878029a40e3cd3390bdc03cf58a6d55,7/23/2015,apartment,-34.5807608,-58.39821896,102795,6000,0,14
50959,45b6494fd4fe6a98aaa7f1e7ed67e6be253912cd,6/24/2015,house,-34.5684612,-58.44013835,102795,6000,0,14
50960,2f7b56095689504b432030ff270f3f758107e9b5,8/10/2015,apartment,-34.5908787,-58.3842175,102795,6000,35,1
50961,7e0d7288f27829278801ae05ffc40fa4b96af7bb,5/21/2015,apartment,-34.57996743,-58.40563865,102795,6000,0,14
4036,704cea16f350fb6fdc414fcc1059f8bf29533d13,4/30/2015,store,-34.594988,-58.393101,105992.18,6135.76,44,2
6440,704cea16f350fb6fdc414fcc1059f8bf29533d13,4/30/2015,store,-34.594988,-58.393101,105992.18,6135.76,44,2
9123,704cea16f350fb6fdc414fcc1059f8bf29533d13,4/30/2015,store,-34.594988,-58.393101,105992.18,6135.76,44,2
12139,704cea16f350fb6fdc414fcc1059f8bf29533d13,4/30/2015,store,-34.594988,-58.393101,105992.18,6135.76,44,2
15641,704cea16f350fb6fdc414fcc1059f8bf29533d13,4/30/2015,store,-34.594988,-58.393101,105992.18,6135.76,44,2
19294,704cea16f350fb6fdc414fcc1059f8bf29533d13,4/30/2015,store,-34.594988,-58.393101,105120.9,6135.76,44,2
23803,704cea16f350fb6fdc414fcc1059f8bf29533d13,4/30/2015,store,-34.594988,-58.393101,105120.9,6135.76,44,2
27959,19579825f66d6e9d27a8ac5f0ef0f441eb33d6f6,12/5/2015,apartment,-34.5518928,-58.43818072,105549.04,6160.75,1,13
28134,923aa005cdfdd18c8bdc37119966db9a2f8f4919,12/5/2015,apartment,-34.55199864,-58.43855593,105549.04,6160.75,1,13
6442,c1bd1d62ec94ae8f2bf089c300318a7d41f07cc2,5/22/2015,apartment,-34.5892395,-58.3996043,107101.9,6200,44,2
6608,ef9e447720b64c8b8515b65b74c544cce244bf01,5/19/2015,apartment,-34.61706425,-58.35989465,107101.9,6200,48,1
9091,c1bd1d62ec94ae8f2bf089c300318a7d41f07cc2,5/22/2015,apartment,-34.5892395,-58.3996043,107101.9,6200,44,2
9311,ef9e447720b64c8b8515b65b74c544cce244bf01,5/19/2015,apartment,-34.61706425,-58.35989465,107101.9,6200,48,1
12391,ef9e447720b64c8b8515b65b74c544cce244bf01,5/19/2015,apartment,-34.61706425,-58.35989465,107101.9,6200,48,1
15881,ef9e447720b64c8b8515b65b74c544cce244bf01,5/19/2015,apartment,-34.61706425,-58.35989465,107101.9,6200,48,1
23535,3eb24e2ebeeba7599b6efc4d8069d1b06e752eb4,10/9/2015,apartment,-34.60396576,-58.41100693,107175.95,6255.71,4,3
584,18e1d8b28e88c74ca19887b96ed4fc2a8fab8544,2/3/2015,store,-34.59246121,-58.37634828,108291.24,6268.85,35,1
1654,18e1d8b28e88c74ca19887b96ed4fc2a8fab8544,2/3/2015,store,-34.59246121,-58.37634828,108291.24,6268.85,35,1
3757,18e1d8b28e88c74ca19887b96ed4fc2a8fab8544,2/3/2015,store,-34.59246121,-58.37634828,108291.24,6268.85,35,1
28386,0e970cf52d24ba71776b863a045698fe3fe78bb7,12/3/2015,store,-34.61057083,-58.36354015,107996.08,6303.58,48,1
33019,0e970cf52d24ba71776b863a045698fe3fe78bb7,12/3/2015,store,-34.61057083,-58.36354015,100658.71,6303.58,48,1
37174,0e970cf52d24ba71776b863a045698fe3fe78bb7,12/3/2015,store,-34.61057083,-58.36354015,100658.71,6303.58,48,1
40892,0e970cf52d24ba71776b863a045698fe3fe78bb7,12/3/2015,store,-34.61057083,-58.36354015,106209.01,6303.58,48,1
44196,0e970cf52d24ba71776b863a045698fe3fe78bb7,12/3/2015,store,-34.61057083,-58.36354015,100658.71,6303.58,48,1
45684,0e970cf52d24ba71776b863a045698fe3fe78bb7,12/3/2015,store,-34.61057083,-58.36354015,100658.71,6303.58,48,1
46559,0e970cf52d24ba71776b863a045698fe3fe78bb7,12/3/2015,store,-34.61057083,-58.36354015,100658.71,6303.58,48,1
46,b7392a9dafcadee3c22eaeaaa6413f975756c46f,1/11/2015,apartment,-34.56923763,-58.43160779,109060.65,6313.39,0,14
669,b7392a9dafcadee3c22eaeaaa6413f975756c46f,1/11/2015,apartment,-34.56923763,-58.43160779,109060.65,6313.39,0,14
1839,b7392a9dafcadee3c22eaeaaa6413f975756c46f,1/11/2015,apartment,-34.56923763,-58.43160779,109060.65,6313.39,0,14
1846,c1dcdada556c4ba73c5913bea533c9a566585ac3,3/26/2015,apartment,-34.56923763,-58.43160779,109060.65,6313.39,0,14
1849,c09c9e47bcfbcac278fd17cec075374743591e98,3/26/2015,apartment,-34.56923763,-58.43160779,109060.65,6313.39,0,14
3983,b7392a9dafcadee3c22eaeaaa6413f975756c46f,1/11/2015,apartment,-34.56923763,-58.43160779,109060.65,6313.39,0,14
3999,c09c9e47bcfbcac278fd17cec075374743591e98,3/26/2015,apartment,-34.56923763,-58.43160779,109060.65,6313.39,0,14
4010,c1dcdada556c4ba73c5913bea533c9a566585ac3,3/26/2015,apartment,-34.56923763,-58.43160779,109060.65,6313.39,0,14
9062,da295e82ca5f12b2c3023a57694dc541787ebc61,6/22/2015,apartment,-34.6265009,-58.35958675,110510.84,6397.34,24,4
4117,8fcda9bef380278c45553d21fb230a7ad875a613,4/13/2015,apartment,-34.56410412,-58.43831778,112284.25,6500,0,14
6540,8fcda9bef380278c45553d21fb230a7ad875a613,4/13/2015,apartment,-34.56410412,-58.43831778,112284.25,6500,0,14
11654,054030cc0d038941dd897a57aa763448bfb53b67,6/14/2015,apartment,-34.6039664,-58.4110076,112284.25,6500,4,3
11657,8fcda9bef380278c45553d21fb230a7ad875a613,4/13/2015,apartment,-34.56410412,-58.43831778,112284.25,6500,0,14
11773,054030cc0d038941dd897a57aa763448bfb53b67,6/14/2015,apartment,-34.6039664,-58.4110076,112284.25,6500,4,3
12286,8fcda9bef380278c45553d21fb230a7ad875a613,4/13/2015,apartment,-34.56410412,-58.43831778,112284.25,6500,0,14
18855,054030cc0d038941dd897a57aa763448bfb53b67,6/14/2015,apartment,-34.6039664,-58.4110076,112284.25,6500,4,3
18858,8fcda9bef380278c45553d21fb230a7ad875a613,4/13/2015,apartment,-34.56410412,-58.43831778,112284.25,6500,0,14
22884,054030cc0d038941dd897a57aa763448bfb53b67,6/14/2015,apartment,-34.6039664,-58.4110076,111361.25,6500,4,3
22886,8fcda9bef380278c45553d21fb230a7ad875a613,4/13/2015,apartment,-34.56410412,-58.43831778,111361.25,6500,0,14
26916,054030cc0d038941dd897a57aa763448bfb53b67,6/14/2015,apartment,-34.6039664,-58.4110076,111361.25,6500,4,3
26917,8fcda9bef380278c45553d21fb230a7ad875a613,4/13/2015,apartment,-34.56410412,-58.43831778,111361.25,6500,0,14
31982,054030cc0d038941dd897a57aa763448bfb53b67,6/14/2015,apartment,-34.6039664,-58.4110076,111361.25,6500,4,3
50802,054030cc0d038941dd897a57aa763448bfb53b67,6/14/2015,apartment,-34.6039664,-58.4110076,111361.25,6500,4,3
40716,6191f13eb6cef0395e41a0d451d6b3f47724b7b2,11/12/2015,store,-34.579134,-58.440585,112387.88,6670.3,28,13
9287,5e03b870f28f91a3f7193f041a7975367187af3a,6/23/2015,store,-34.6284157,-58.3856682,115378.63,6679.13,38,1
12365,5e03b870f28f91a3f7193f041a7975367187af3a,6/23/2015,store,-34.6284157,-58.3856682,115378.63,6679.13,38,1
15864,5e03b870f28f91a3f7193f041a7975367187af3a,6/23/2015,store,-34.6284157,-58.3856682,115378.63,6679.13,38,1
24020,a55b290b2e83c3d0cfd99477eb0cded4824217ee,10/9/2015,store,-34.61619799,-58.36306002,114787.75,6700,48,1
28387,a55b290b2e83c3d0cfd99477eb0cded4824217ee,10/9/2015,store,-34.61619799,-58.36306002,114787.75,6700,48,1
33013,a55b290b2e83c3d0cfd99477eb0cded4824217ee,10/9/2015,store,-34.61619799,-58.36306002,106988.95,6700,48,1
37170,a55b290b2e83c3d0cfd99477eb0cded4824217ee,10/9/2015,store,-34.61619799,-58.36306002,106988.95,6700,48,1
40894,a55b290b2e83c3d0cfd99477eb0cded4824217ee,10/9/2015,store,-34.61619799,-58.36306002,112888.3,6700,48,1
44199,a55b290b2e83c3d0cfd99477eb0cded4824217ee,10/9/2015,store,-34.61619799,-58.36306002,106988.95,6700,48,1
47445,a55b290b2e83c3d0cfd99477eb0cded4824217ee,10/9/2015,store,-34.61619799,-58.36306002,114787.75,6700,48,1
