,barrio_,month_,year_,price_aprox_local_currency_min,price_aprox_local_currency_max,price_aprox_local_currency_mean,price_aprox_local_currency_std,price_aprox_usd_min,price_aprox_usd_max,price_aprox_usd_mean,price_aprox_usd_std,created_on_count
70,BALVANERA,4,2017,4526.27,60351.34,19748.83361702129,16734.741954605066,283.45,3779.4,1202.946028368795,1008.9334665433873,147
71,BALVANERA,5,2015,3457.85,24860.25,10263.817000000005,8346.593590353139,201.83,1439.13,595.9017500000002,485.0316388511193,40
72,BALVANERA,5,2016,3202.0,68825.03,26707.49195652173,15495.855925698846,200.52,4310.05,1672.5113043478254,970.4014652242507,46
73,BALVANERA,5,2017,3562.42,705780.0,58109.63401069519,137831.44057774692,201.9,40000.0,3468.3753475935864,8124.697020340602,191
74,BALVANERA,6,2015,3329.31,259117.5,119438.22230769237,97854.30988049155,192.73,15000.0,6943.592692307693,5691.70063195777,26
75,BALVANERA,6,2016,5262.09,118492.65,25619.22875000001,25159.485222956686,329.53,7420.4,1604.360750000001,1575.5697886063476,80
76,BALVANERA,6,2017,4452.94,441112.5,43853.81022388061,86671.4445535494,252.37,25000.0,2550.183507462687,5000.691551783922,134
77,BALVANERA,7,2014,9752.83,22546.67,14941.803333333335,6730.378216336235,564.58,1305.2,864.9633333333335,389.6135421585514,3
78,BALVANERA,7,2015,0.0,431862.5,105188.4642105263,157313.9324556272,0.0,25000.0,6172.892105263157,9247.75600123536,38
79,BALVANERA,7,2016,4141.9,113000.29,50941.980999999956,22859.577495565998,259.38,7076.45,3190.1548571428566,1431.541897566058,140
80,BALVANERA,7,2017,3958.19,441112.5,30830.84391061455,61788.74678683696,224.33,25000.0,1753.7789385474866,3518.8807913961414,189
81,BALVANERA,8,2014,3753.4,73087.02,27397.986666666668,35397.807132145725,217.28,4230.92,1586.0366666666669,2049.1365917250773,6
82,BALVANERA,8,2015,0.0,28847.37,9485.427222222223,6000.959575873537,0.0,1669.94,553.7094444444442,348.7408555912208,25
83,BALVANERA,8,2016,6521.53,90527.18,43269.10791666665,33861.45675544484,408.4,5669.11,2709.6541666666662,2120.5157309278134,24
84,BALVANERA,8,2017,5490.98,412335.0,46605.81522727273,78976.37970190753,300.12,21000.0,2608.9600757575768,4397.121844583712,138
85,BALVANERA,9,2014,4826.32,457258.6,157831.95555555553,224574.27327333306,279.39,26470.15,9136.702222222222,13000.334173203757,9
86,BALVANERA,9,2015,4254.85,65027.94,15943.545217391302,17283.97032242194,248.35,3795.59,933.1434782608695,1007.3643415666838,23
87,BALVANERA,9,2016,4347.42,119999.92,30588.33409090907,34868.63135953398,272.25,7514.79,1915.5424242424233,2183.5884245843235,66
88,BALVANERA,9,2017,4999.83,1408440.0,56671.897411167505,148124.68915452677,287.76,80000.0,3197.0259898477175,8454.197350766408,203
