barrio,date,count,mean,count 10th percentile,count 90th percentile,min,max,std
5,2015-10-31,115,90025.32739130432,93.0,3.0,5906.55,1200000.0,186112.44271317235
5,2015-11-30,70,65259.855999999985,58.0,0.0,9676.13,315000.0,54895.901678876515
5,2015-12-31,42,76857.56238095238,25.0,0.0,16790.54,170000.0,37682.92318113422
5,2016-01-31,75,82540.54879999999,25.0,0.0,33315.63,235487.12,32211.878116033742
5,2016-02-29,31,128296.43548387096,10.0,0.0,29526.14,390000.0,89263.8269656367
5,2016-03-31,97,75319.05731958763,56.0,1.0,7698.43,580000.0,92526.99721526745
5,2016-04-30,77,86705.5268831169,48.0,0.0,12609.5,310000.0,71336.16637703027
5,2016-05-31,23,126919.13043478261,6.0,1.0,48000.0,510000.0,96126.48040770619
5,2016-06-30,35,112815.50114285715,11.0,0.0,57000.0,410000.0,78474.58264805176
5,2016-07-31,47,172062.75085106387,5.0,2.0,56900.0,1450000.0,217792.87719190138
5,2016-08-31,49,146850.15,7.0,0.0,55900.0,380000.0,67329.66845151117
5,2016-09-30,31,108555.66645161291,8.0,0.0,54900.0,350000.0,58039.06855521389
5,2016-10-31,31,125335.6341935484,11.0,1.0,38025.28,650000.0,120220.18678462162
5,2016-11-30,90,279004.9757777778,11.0,2.0,56960.0,1500000.0,237740.89846839444
5,2016-12-31,24,198335.93458333332,5.0,1.0,59000.0,690000.0,159368.1364764871
5,2017-01-31,69,220125.99130434784,12.0,6.0,50000.0,850000.0,216192.8245391075
5,2017-02-28,82,127298.53658536586,17.0,1.0,50000.0,540000.0,81049.84095493113
5,2017-03-31,194,144056.39201030927,42.0,2.0,33000.0,2500000.0,247248.0640816295
5,2017-04-30,212,286000.12735849054,32.0,48.0,48000.0,999900.0,298222.35966336064
5,2017-05-31,255,122572.05450980393,38.0,2.0,55000.0,620000.0,60815.08926433765
5,2017-06-30,246,133650.55634146344,56.0,4.0,44712.93,690000.0,104323.39413309307
5,2017-07-31,209,206472.99698564596,39.0,11.0,39000.0,2500000.0,313660.3759852585
5,2017-08-31,16,238875.0,3.0,3.0,68000.0,850000.0,304934.8291028757
5,2017-09-30,137,149505.93671532848,33.0,3.0,42000.0,645000.0,113554.65394178646
5,2017-10-31,187,132210.30540106955,42.0,3.0,25300.0,1370000.0,155274.3440318925
5,2017-11-30,51,148263.72333333336,5.0,0.0,49000.0,480000.0,100783.85081574753
5,2017-12-31,25,128783.12,5.0,0.0,60000.0,279900.0,48623.40458849696
5,2018-01-31,23,132000.0,2.0,0.0,63000.0,360000.0,73639.71877878257
6,2014-07-31,4,81225.0,1.0,0.0,75000.0,90000.0,6298.346343816499
6,2014-08-31,25,214165.07520000002,1.0,3.0,65000.0,850000.0,239036.4856088076
6,2014-09-30,12,134833.33333333334,0.0,0.0,88000.0,190000.0,33911.20311887647
6,2014-10-31,17,125387.17647058824,0.0,0.0,88500.0,215000.0,34881.456848939255
6,2014-11-30,62,549565.7903225806,2.0,24.0,55427.0,2200000.0,465168.1510807391
6,2014-12-31,15,159100.0,1.0,0.0,65000.0,385000.0,90515.42883477302
6,2015-01-31,21,119757.14285714286,3.0,0.0,67900.0,250000.0,45585.179295781774
6,2015-02-28,135,186060.57118518517,9.0,6.0,55427.0,1350000.0,176361.2094840029
6,2015-03-31,62,129547.58064516129,3.0,1.0,69000.0,595000.0,90108.3392446438
6,2015-04-30,252,185161.4484126984,22.0,16.0,40000.0,1780000.0,255258.76470093374
6,2015-05-31,99,145562.11838383836,8.0,4.0,8412.55,800000.0,133450.28339449226
6,2015-06-30,187,194234.29978609624,18.0,10.0,58000.0,2000000.0,304279.47846743965
6,2015-07-31,143,220149.08405594405,17.0,16.0,32000.0,1350000.0,276071.2966926555
6,2015-08-31,123,129059.18796747967,12.0,0.0,65000.0,365000.0,58007.38092122611
6,2015-09-30,124,157367.2016129032,11.0,0.0,66000.0,402500.0,96204.0630067556
6,2015-10-31,138,212775.76347826087,6.0,10.0,65000.0,950000.0,180320.84339400294
6,2015-11-30,156,165898.07692307694,17.0,6.0,55000.0,1350000.0,224001.35410626244
6,2015-12-31,328,192793.29268292684,20.0,3.0,70000.0,495000.0,96026.14904514326
