id,Commune,Computer Percent,Computer Quantile,Cellular Percent,Cellular Quantile,Rent Percent,Rent Quantile,Immigration Percent,Immigration Quantile,Education Percent,Education Quantile,Owner Percent,Owner Quantile,Regular Percent,Regular Quantile,Uninhabited Percent,Uninhabited Quantile,b_id
30624,12,74.0,6,89.0,6,18.6,1,6.1,0,32.1,4,69.1,8,87.8,4,2.6,3,14.0
30649,12,75.7,6,87.4,5,20.5,1,7.4,1,37.7,5,63.9,6,84.4,2,3.1,4,14.0
30654,12,68.0,3,85.7,3,22.7,2,6.7,1,27.4,3,65.6,7,88.3,5,2.6,3,14.0
30669,12,76.9,7,89.2,7,22.3,2,6.9,1,38.8,5,65.9,7,88.2,5,2.4,3,14.0
30670,12,71.0,4,90.4,8,18.3,1,5.1,0,25.4,2,65.4,7,83.7,2,2.6,3,14.0
30679,12,85.2,9,91.7,9,20.7,2,3.1,0,56.6,8,58.6,5,79.3,1,5.6,7,14.0
30682,12,80.1,8,90.2,8,19.4,1,4.8,0,49.6,7,72.5,9,91.9,8,4.4,6,14.0
30690,12,85.2,9,87.6,5,28.5,4,5.4,0,47.7,7,56.0,4,84.6,2,5.7,7,14.0
30694,12,77.4,7,90.5,8,15.7,0,10.5,5,33.4,4,73.1,9,88.9,5,4.1,6,14.0
30697,12,72.5,5,86.4,3,21.8,2,6.2,0,36.9,5,61.2,6,83.0,2,5.2,7,14.0
30706,12,63.2,2,79.9,0,11.1,0,9.6,4,16.7,1,77.4,9,88.5,5,0.30000000000000004,0,14.0
30720,13,74.9,6,86.2,3,35.1,7,9.8,4,52.7,8,59.0,5,94.1,9,4.2,6,14.0
30730,12,75.3,6,88.8,6,25.8,3,9.5,4,38.4,5,52.9,3,78.6,1,5.1,7,14.0
30734,12,71.1,4,85.5,2,16.3,0,8.7,3,30.6,3,67.4,8,83.7,2,3.3,5,14.0
30735,12,76.4,7,89.5,7,23.3,2,8.2,2,35.1,4,70.3,8,93.6,9,3.5,5,14.0
30745,12,83.6,9,90.1,7,13.7,0,7.3,1,55.0,8,76.7,9,90.5,7,4.0,6,14.0
30747,12,74.3,6,88.0,5,26.0,3,8.7,3,36.8,5,52.9,3,78.9,1,2.8,4,14.0
30752,12,65.2,2,86.8,4,13.2,0,7.7,2,19.6,1,71.3,8,84.5,2,1.7000000000000002,2,14.0
30764,12,67.6,3,87.1,4,24.2,3,8.8,3,33.3,4,62.6,6,86.8,4,3.1,4,14.0
30768,12,70.0,4,88.7,6,20.0,1,5.2,0,26.1,2,70.9,8,90.9,7,3.4,5,14.0
30774,12,72.6,5,85.5,2,17.0,0,9.1,3,23.0,2,69.7,8,86.8,4,1.7000000000000002,2,14.0
30777,12,71.8,5,85.3,2,14.4,0,7.2,1,27.9,3,77.2,9,91.6,7,1.5,1,14.0
30785,12,78.1,7,90.8,8,21.9,2,5.7,0,38.5,5,70.0,8,91.9,8,7.9,9,14.0
30795,13,79.9,8,85.6,3,23.7,3,9.3,3,46.1,7,65.8,7,89.5,6,3.0,4,14.0
30798,12,78.3,7,88.2,6,23.3,2,8.3,2,49.5,7,59.5,5,82.8,2,6.0,8,14.0
30811,12,62.9,2,83.3,1,23.1,2,12.4,6,31.0,3,59.2,5,82.3,1,2.3,3,14.0
30818,12,75.3,6,87.8,5,32.3,6,9.3,3,45.7,7,60.8,5,93.0,8,3.9,5,14.0
30819,12,72.7,5,89.6,7,15.9,0,7.8,2,23.4,2,76.3,9,92.2,8,2.9,4,14.0
30823,12,65.1,2,81.5,0,20.5,1,8.5,3,17.9,1,68.5,8,88.9,5,2.5,3,14.0
30830,12,74.4,6,86.7,4,23.7,3,7.2,1,32.0,4,63.5,6,87.2,4,1.0,1,14.0
30832,12,76.5,7,91.4,8,26.7,4,6.3,0,43.8,6,64.1,7,90.8,7,1.2,1,14.0
30841,12,81.3,8,94.1,9,35.4,7,5.3,0,51.5,8,46.4,2,81.8,1,10.3,9,14.0
30846,12,73.9,6,86.8,4,25.5,3,11.3,5,40.8,6,61.9,6,87.4,4,6.2,8,14.0
30851,12,78.9,8,91.9,9,30.9,5,5.8,0,47.7,7,59.1,5,90.0,6,7.8,9,14.0
30852,12,73.9,6,87.9,5,25.8,3,7.0,1,41.3,6,68.2,8,93.9,9,1.5,1,14.0
30853,12,71.1,4,88.3,6,16.4,0,8.6,3,26.8,2,72.1,9,88.6,5,1.5,1,14.0
30862,12,66.9,3,84.6,2,30.1,5,12.0,6,31.2,4,48.1,2,78.2,0,4.7,6,14.0
30864,13,84.8,9,88.7,6,22.2,2,9.9,4,53.7,8,72.2,9,94.4,9,6.1,8,14.0
30888,12,80.1,8,92.7,9,37.5,7,7.0,1,47.1,7,47.1,2,84.5,2,9.9,9,14.0
30892,12,74.5,6,89.3,7,19.8,1,6.7,1,32.7,4,65.4,7,85.3,3,2.3,3,14.0
30895,12,69.3,4,86.6,4,20.3,1,7.1,1,21.0,1,74.6,9,94.9,9,1.6,2,14.0
30896,12,73.8,6,86.9,4,28.4,4,6.7,1,36.9,5,61.6,6,89.9,6,3.1,4,14.0
30899,12,69.0,4,84.1,1,33.7,6,7.9,2,30.6,3,50.8,2,84.5,2,1.7000000000000002,2,14.0
30903,12,78.6,8,90.0,7,23.4,2,5.6,0,43.2,6,67.1,7,90.5,7,7.0,8,14.0
30915,12,74.8,6,87.4,5,28.5,4,8.7,3,36.3,5,56.0,4,84.6,2,5.8,7,14.0
30925,12,71.4,5,91.9,9,18.2,1,7.8,2,26.7,2,72.5,9,90.8,7,1.0,1,14.0
30932,12,72.7,5,88.2,6,30.3,5,9.4,4,37.0,5,60.9,5,91.2,7,2.1,2,14.0
30949,12,72.4,5,87.1,4,25.8,3,9.5,4,25.8,2,65.6,7,91.4,7,4.0,6,14.0
30953,13,85.3,9,90.6,8,13.5,0,12.9,6,64.1,9,81.8,9,95.3,9,4.3,6,14.0
30961,12,77.3,7,92.4,9,39.6,8,6.8,1,46.8,7,44.7,1,84.3,2,4.6,6,14.0
30967,12,69.8,4,87.0,4,34.9,7,5.3,0,31.0,3,52.7,3,87.6,4,2.9,4,14.0
31021,12,69.8,4,87.0,4,34.9,7,5.3,0,31.0,3,52.7,3,87.6,4,2.9,4,14.0
30968,12,80.6,8,92.4,9,33.4,6,5.0,0,49.8,7,56.2,4,89.6,6,11.5,9,14.0
30973,12,78.1,7,87.6,5,12.7,0,7.8,2,49.8,7,80.6,9,93.3,9,2.3,3,14.0
30974,12,76.9,7,88.1,5,19.3,1,8.1,2,40.8,6,69.8,8,89.1,5,1.3,1,14.0
30975,12,71.3,5,84.4,2,19.0,1,7.9,2,29.2,3,64.0,6,83.0,2,1.4,1,14.0
30979,12,65.9,3,87.9,5,15.4,0,11.7,5,25.3,2,30.8,0,46.2,0,3.2,4,14.0
30991,12,74.0,6,88.7,6,33.2,6,8.4,2,42.1,6,60.2,5,93.4,9,3.5,5,14.0
30992,12,70.2,4,87.3,4,28.7,5,6.9,1,47.8,7,47.8,2,76.5,0,5.2,7,14.0
30996,12,72.6,5,89.4,7,29.3,5,7.8,2,42.0,6,58.9,5,88.2,5,5.9,8,14.0
31002,12,79.8,8,91.5,9,21.6,2,7.3,1,42.7,6,66.4,7,88.0,4,5.5,7,14.0
31018,12,71.8,5,90.3,8,18.1,1,5.5,0,34.5,4,76.9,9,95.0,9,2.8,4,14.0
31020,12,67.6,3,86.4,3,32.4,6,8.2,2,34.0,4,55.8,4,88.2,5,16.3,9,14.0
31036,12,71.2,5,85.1,2,19.6,1,7.7,2,30.1,3,57.7,4,77.2,0,7.8,9,14.0
31037,12,81.9,9,94.1,9,24.8,3,7.1,1,49.6,7,67.0,7,91.7,8,2.9,4,14.0
31041,12,62.6,2,83.9,1,32.8,6,5.1,0,24.3,2,60.3,5,93.1,9,0.0,0,14.0
31045,12,75.4,6,86.3,3,31.4,6,5.9,0,39.4,5,60.8,5,92.2,8,6.8,8,14.0
31047,12,74.9,6,88.3,6,31.4,6,6.9,1,35.2,4,61.1,6,92.5,8,2.9,4,14.0
31048,12,75.8,7,88.8,6,22.4,2,8.3,2,40.9,6,68.2,8,90.6,7,2.3,3,14.0
31056,12,67.5,3,82.3,0,32.9,6,8.4,2,35.1,4,53.4,3,86.3,3,7.7,9,14.0
31064,12,79.2,8,92.3,9,34.2,6,3.6,0,40.7,6,57.7,4,91.9,8,2.6,3,14.0
31070,12,67.8,3,87.5,5,26.8,4,12.0,6,30.7,3,65.8,7,92.6,8,2.5,3,14.0
31073,12,78.2,7,91.2,8,36.1,7,7.0,1,50.9,7,54.3,3,90.4,6,2.9,4,14.0
31074,12,69.2,4,89.5,7,39.4,8,7.3,1,37.2,5,54.3,3,93.7,9,7.9,9,14.0
31079,12,79.2,8,92.4,9,37.0,7,7.3,1,41.5,6,39.0,0,75.9,0,2.0,2,14.0
31092,12,74.4,6,84.6,2,22.8,2,8.7,3,37.4,5,65.2,7,87.9,4,5.0,7,14.0
31098,12,71.5,5,87.0,4,24.5,3,7.2,1,40.3,5,40.5,1,65.0,0,2.9,4,14.0
31100,12,77.4,7,90.3,8,25.8,3,7.8,2,40.0,5,65.9,7,91.7,8,6.3,8,14.0
31107,12,78.8,8,89.3,7,22.7,2,6.1,0,43.1,6,69.3,8,92.0,8,0.5,0,14.0
31115,12,70.3,4,85.6,3,23.3,2,8.9,3,37.6,5,66.8,7,90.1,6,10.3,9,14.0
31122,12,73.2,5,86.9,4,34.9,7,6.7,1,35.7,5,59.2,5,94.1,9,3.3,5,14.0
31130,12,74.6,6,89.3,7,39.0,8,6.6,1,40.8,6,52.9,3,91.9,8,7.4,8,14.0
31144,12,68.2,3,83.0,1,15.4,0,3.9,0,29.4,3,80.3,9,95.7,9,0.0,0,14.0
31145,15,70.0,4,89.0,6,17.7,1,16.5,8,32.1,4,52.7,3,70.5,0,3.3,5,14.0
31156,12,74.1,6,90.7,8,21.3,2,13.4,6,43.9,6,53.0,3,74.3,0,9.5,9,14.0
31165,12,74.7,6,87.4,5,26.5,4,6.4,0,39.0,5,51.8,3,78.3,0,6.9,8,14.0
31166,12,74.2,6,90.3,8,22.5,2,5.2,0,35.7,5,65.2,7,87.6,4,1.5,1,14.0
31169,12,75.6,6,87.0,4,19.5,1,7.8,2,49.5,7,60.7,5,80.2,1,2.7,3,14.0
31170,12,75.4,6,88.8,6,33.1,6,7.3,1,47.3,7,59.2,5,92.3,8,14.0,9,14.0
31174,12,74.8,6,89.1,6,24.7,3,8.9,3,43.1,6,66.4,7,91.1,7,4.8,7,14.0
31186,12,76.2,7,88.2,6,35.9,7,4.9,0,48.4,7,55.8,4,91.6,7,13.1,9,14.0
31192,12,71.7,5,83.2,1,18.9,1,10.1,4,35.3,4,71.3,8,90.2,6,3.4,5,14.0
31200,12,72.8,5,88.3,6,35.2,7,7.3,1,33.2,4,56.2,4,91.5,7,3.5,5,14.0
31204,12,78.4,7,87.9,5,26.4,4,5.2,0,41.8,6,65.6,7,91.9,8,1.0,1,14.0
31207,12,71.4,5,87.8,5,32.7,6,7.1,1,37.1,5,52.3,3,85.0,3,3.7,5,14.0
31223,12,72.8,5,86.9,4,29.3,5,9.0,3,34.2,4,41.1,1,70.4,0,4.4,6,14.0
31231,12,76.3,7,89.2,7,17.8,1,8.2,2,45.3,7,62.6,6,80.4,1,1.9,2,14.0
31239,12,84.0,9,94.2,9,29.9,5,4.9,0,48.8,7,52.2,3,82.1,1,4.9,7,14.0
31240,15,73.0,5,87.9,5,27.0,4,9.3,3,32.6,4,56.7,4,83.7,2,3.7,5,14.0
31241,12,73.3,5,88.1,5,16.7,0,7.9,2,51.3,8,66.7,7,83.3,2,2.3,3,14.0
31245,12,78.6,8,89.0,6,24.8,3,6.8,1,48.0,7,62.7,6,87.5,4,3.3,5,14.0
31266,12,77.5,7,91.8,9,28.8,5,8.2,2,43.1,6,62.9,6,91.8,8,4.4,6,14.0
31271,12,63.0,2,86.6,4,29.6,5,10.7,5,26.4,2,63.6,6,93.2,9,10.3,9,14.0
31283,12,78.5,8,90.7,8,28.1,4,7.3,1,46.1,7,53.3,3,81.4,1,7.1,8,14.0
31287,12,79.0,8,90.5,8,12.6,0,8.8,3,45.8,7,80.5,9,93.1,9,2.1,2,14.0
31290,12,81.0,8,91.5,9,27.7,4,8.2,2,50.8,7,64.3,7,92.0,8,9.1,9,14.0
31295,12,81.4,9,91.3,8,20.1,1,8.3,2,48.3,7,64.7,7,84.8,3,10.3,9,14.0
31315,15,76.0,7,85.6,3,21.2,2,7.2,1,34.3,4,72.1,9,93.3,9,1.2,1,14.0
31339,12,77.4,7,89.4,7,14.1,0,6.7,1,43.6,6,78.1,9,92.2,8,1.3,1,14.0
31350,12,76.4,7,90.9,8,13.5,0,6.4,0,30.2,3,75.3,9,88.9,5,3.0,4,14.0
31358,12,73.1,5,87.9,5,28.3,4,4.0,0,33.0,4,54.5,3,82.9,2,2.8,4,14.0
31368,15,80.8,8,91.8,9,18.8,1,3.4,0,42.0,6,72.1,9,90.9,7,2.0,2,14.0
31378,12,77.1,7,90.0,7,12.9,0,4.8,0,43.3,6,77.1,9,90.0,6,2.5,3,14.0
31445,12,76.0,7,87.8,5,12.5,0,6.7,1,29.3,3,74.3,9,86.8,4,1.8,2,14.0
31447,15,75.0,6,88.3,6,19.3,1,10.3,4,33.6,4,71.7,8,91.0,7,0.9,1,14.0
31512,15,73.8,6,82.4,0,19.4,1,10.7,5,27.1,3,66.3,7,85.7,3,2.1,2,14.0
30815,13,76.8,7,88.8,6,27.5,4,7.9,2,54.7,8,54.7,3,82.2,1,0.7000000000000001,0,28.0
30827,13,78.9,8,91.6,9,21.1,2,7.2,1,59.4,9,68.9,8,90.0,6,5.3,7,28.0
30840,13,77.5,7,90.7,8,36.0,7,7.2,1,55.9,8,48.3,2,84.3,2,1.1,1,28.0
30842,13,84.3,9,93.5,9,26.8,4,6.1,0,63.8,9,59.0,5,85.8,3,4.4,6,28.0
30857,13,76.6,7,88.0,5,29.1,5,12.5,6,50.8,7,56.5,4,85.6,3,1.3,1,28.0
30863,13,77.2,7,86.4,3,27.2,4,5.9,0,52.8,8,62.9,6,90.1,6,6.5,8,28.0
30865,13,75.1,6,86.8,4,30.8,5,6.2,0,53.8,8,61.7,6,92.5,8,4.1,6,28.0
30879,13,74.5,6,87.8,5,23.5,2,8.8,3,49.3,7,65.6,7,89.1,5,2.9,4,28.0
30883,13,72.9,5,85.8,3,33.0,6,8.5,3,52.8,8,56.4,4,89.4,6,4.0,6,28.0
30886,13,78.7,8,89.5,7,37.2,7,8.1,2,54.5,8,46.1,1,83.3,2,8.7,9,28.0
30889,13,81.1,8,91.0,8,21.5,2,7.1,1,57.9,8,67.0,7,88.5,5,2.9,4,28.0
30893,14,77.5,7,87.0,4,21.5,2,9.0,3,53.9,8,69.5,8,91.0,7,3.0,4,28.0
30897,13,82.9,9,91.2,8,30.4,5,8.2,2,57.8,8,60.7,5,91.1,7,7.2,8,28.0
30905,14,79.0,8,86.2,3,29.5,5,8.6,3,49.5,7,56.7,4,86.2,3,1.3,1,28.0
30906,14,80.5,8,93.2,9,23.8,3,8.4,2,57.7,8,52.1,3,75.9,0,4.0,6,28.0
30908,13,75.6,6,90.4,8,28.0,4,7.0,1,57.9,8,63.2,6,91.2,7,2.4,3,28.0
30914,13,79.4,8,86.4,3,32.7,6,10.5,5,49.4,7,57.2,4,89.9,6,4.3,6,28.0
30922,13,80.4,8,91.9,9,31.9,6,7.8,2,56.3,8,60.0,5,91.9,8,4.6,6,28.0
30928,13,83.2,9,89.9,7,13.8,0,8.2,2,54.7,8,74.6,9,88.4,5,2.8,4,28.0
30929,14,84.8,9,92.8,9,21.3,2,6.5,1,59.0,8,57.6,4,78.9,1,3.9,5,28.0
30930,13,88.2,9,92.5,9,15.0,0,6.8,1,67.9,9,74.3,9,89.3,6,3.9,5,28.0
30933,14,71.4,5,89.8,7,27.8,4,20.8,8,49.0,7,54.9,4,82.7,2,6.6,8,28.0
30935,13,76.8,7,87.5,5,33.3,6,9.3,3,56.0,8,58.8,5,92.0,8,8.6,9,28.0
30943,13,69.8,4,89.3,7,23.1,2,8.6,3,48.1,7,66.1,7,89.3,6,2.3,3,28.0
30946,13,79.4,8,90.8,8,29.2,5,8.4,2,56.5,8,45.2,1,74.4,0,3.1,4,28.0
30947,13,77.0,7,85.7,3,35.8,7,6.7,1,53.8,8,48.1,2,84.0,2,4.2,6,28.0
30955,14,81.4,9,88.2,6,13.7,0,9.3,3,56.0,8,70.7,8,84.4,2,4.3,6,28.0
30956,13,71.1,4,89.2,7,35.0,7,9.1,3,50.2,7,52.9,3,87.9,4,2.8,4,28.0
30962,13,80.6,8,91.4,8,17.7,1,5.7,0,55.7,8,70.3,8,88.0,4,1.9,2,28.0
30970,13,83.7,9,93.0,9,24.7,3,6.8,1,58.7,8,62.7,6,87.4,4,4.5,6,28.0
30985,13,73.8,6,90.5,8,33.0,6,11.3,5,55.6,8,56.9,4,89.9,6,7.3,8,28.0
30989,14,82.0,9,90.9,8,25.8,3,6.5,1,57.2,8,66.4,7,92.2,8,3.2,4,28.0
30993,13,75.4,6,91.5,9,31.1,5,11.4,5,59.0,8,59.6,5,90.7,7,4.2,6,28.0
30998,13,79.9,8,87.4,5,22.8,2,5.5,0,59.1,9,59.3,5,82.1,1,4.3,6,28.0
31000,13,80.1,8,87.7,5,27.8,4,7.6,2,55.4,8,64.4,7,92.1,8,3.9,5,28.0
31009,13,76.5,7,86.2,3,28.3,4,4.8,0,53.2,8,37.6,0,65.9,0,3.6,5,28.0
31011,14,82.3,9,91.8,9,23.7,3,14.3,7,59.6,9,66.6,7,90.3,6,2.3,3,28.0
31013,13,84.2,9,89.7,7,12.1,0,10.9,5,57.4,8,76.1,9,88.2,5,5.8,7,28.0
31015,13,70.4,4,88.3,6,34.7,7,10.8,5,45.2,7,40.8,1,75.6,0,1.5,1,28.0
31016,13,79.7,8,86.7,4,17.5,1,9.4,4,49.8,7,75.5,9,93.0,8,3.1,4,28.0
31022,14,79.5,8,90.7,8,36.1,7,8.6,3,58.8,8,57.7,4,93.8,9,7.6,8,28.0
31028,13,73.6,6,88.1,5,30.5,5,11.3,5,51.4,8,58.5,5,89.0,5,5.0,7,28.0
31031,13,82.9,9,91.1,8,20.7,2,7.7,2,52.5,8,67.9,8,88.6,5,3.9,5,28.0
31034,14,76.5,7,88.7,6,24.2,3,11.3,5,59.1,9,62.5,6,86.7,4,3.1,4,28.0
31044,13,74.9,6,88.0,5,25.3,3,8.2,2,47.1,7,57.2,4,82.6,1,0.9,1,28.0
31046,13,82.6,9,92.3,9,20.9,2,6.2,0,43.7,6,68.4,8,89.4,6,2.3,3,28.0
31049,13,68.9,4,88.0,5,25.1,3,10.2,4,47.3,7,69.6,8,94.7,9,2.5,3,28.0
31050,13,76.6,7,88.5,6,32.1,6,7.6,2,52.9,8,52.7,3,84.7,2,12.2,9,28.0
31063,13,56.6,1,88.0,5,53.2,9,12.7,6,36.9,5,34.1,0,87.3,4,2.2,3,28.0
31065,15,89.6,9,93.6,9,6.8,0,7.2,1,63.7,9,88.0,9,94.8,9,1.3,1,28.0
31068,13,76.3,7,87.1,4,22.0,2,6.6,1,49.1,7,68.3,8,90.2,6,1.9,2,28.0
31078,13,79.8,8,90.7,8,25.7,3,5.1,0,57.4,8,61.9,6,87.6,4,2.6,3,28.0
31081,13,77.6,7,91.0,8,42.3,8,8.5,3,50.2,7,41.8,1,84.1,2,4.4,6,28.0
31086,13,81.3,8,88.9,6,23.4,2,9.1,3,55.2,8,68.7,8,92.1,8,2.3,3,28.0
31089,13,79.1,8,89.7,7,17.6,1,7.3,1,52.9,8,64.5,7,82.1,1,7.5,8,28.0
31093,13,77.0,7,89.0,6,23.0,2,6.0,0,45.6,7,61.3,6,84.3,2,2.6,3,28.0
31102,13,82.0,9,92.8,9,22.5,2,7.9,2,48.8,7,66.0,7,88.6,5,4.1,6,28.0
31105,13,75.7,6,90.5,8,26.5,4,6.2,0,38.3,5,57.8,4,84.3,2,4.0,6,28.0
31120,13,81.7,9,90.2,8,26.1,3,8.7,3,55.9,8,64.0,6,90.2,6,2.6,3,28.0
31125,13,84.2,9,89.8,7,23.7,3,6.5,1,47.7,7,64.7,7,88.4,5,5.8,7,28.0
31128,13,81.3,8,88.9,6,18.2,1,5.6,0,56.6,8,67.2,7,85.4,3,2.0,2,28.0
31132,13,74.9,6,87.8,5,29.4,5,8.3,2,46.2,7,63.0,6,92.4,8,3.0,4,28.0
31134,13,80.2,8,91.8,9,24.6,3,7.3,1,60.1,9,62.9,6,87.5,4,1.7000000000000002,2,28.0
31138,13,70.9,4,83.8,1,33.2,6,9.3,3,40.9,6,46.5,2,79.7,1,4.3,6,28.0
31147,13,74.3,6,87.1,4,36.8,7,9.6,4,44.3,6,51.8,3,88.6,5,3.8,5,28.0
31153,13,73.7,6,89.3,7,27.1,4,10.3,4,50.0,7,66.0,7,93.1,9,0.7000000000000001,0,28.0
31162,13,85.6,9,94.3,9,22.1,2,6.5,1,46.2,7,65.1,7,87.2,4,1.0,1,28.0
31171,13,78.2,7,88.6,6,36.4,7,7.9,2,54.3,8,55.0,4,91.4,7,1.2,1,28.0
31177,13,72.8,5,87.9,5,24.6,3,12.0,6,43.2,6,60.7,5,85.2,3,4.8,7,28.0
31183,13,72.6,5,82.8,1,31.8,6,8.9,3,50.5,7,63.1,6,94.9,9,5.1,7,28.0
31187,15,82.4,9,86.9,4,17.9,1,9.7,4,49.2,7,56.2,4,74.2,0,4.2,6,28.0
31188,13,73.4,5,88.8,6,25.2,3,7.2,1,48.0,7,63.7,6,88.8,5,6.6,8,28.0
31215,13,77.7,7,90.3,8,36.4,7,7.3,1,49.2,7,50.5,2,86.9,4,2.1,2,28.0
31217,13,75.7,6,89.6,7,32.2,6,11.4,5,49.5,7,38.6,0,70.8,0,9.2,9,28.0
31219,13,78.2,7,90.9,8,21.2,2,7.3,1,40.7,6,68.5,8,89.7,6,1.7000000000000002,2,28.0
31229,13,76.0,7,89.0,6,26.0,3,7.7,2,41.3,6,46.9,2,73.0,0,1.5,1,28.0
31234,14,64.1,2,84.9,2,25.5,3,5.9,0,31.0,4,69.5,8,95.0,9,2.5,3,28.0
31242,13,78.4,7,87.4,5,29.0,5,6.7,1,42.1,6,59.9,5,88.8,5,1.6,2,28.0
31254,14,88.1,9,94.1,9,20.3,1,7.0,1,51.2,8,72.7,9,93.0,8,2.2,3,28.0
31256,13,75.1,6,83.0,1,28.3,4,9.8,4,43.9,6,56.6,4,84.9,3,3.3,5,28.0
31258,13,80.1,8,93.7,9,19.5,1,5.0,0,46.1,7,73.8,9,93.2,9,2.5,3,28.0
31261,15,78.2,7,89.4,7,29.8,5,5.9,0,47.6,7,60.2,5,90.0,6,3.8,5,28.0
31265,13,75.3,6,86.6,4,37.2,7,8.5,3,47.3,7,44.5,1,81.8,1,1.9,2,28.0
31270,13,76.2,7,87.5,5,24.9,3,6.9,1,46.7,7,63.0,6,87.9,4,2.0,2,28.0
31274,14,80.0,8,86.8,4,23.7,3,12.1,6,50.0,7,65.8,7,89.5,6,3.9,5,28.0
31277,13,62.6,2,83.2,1,40.2,8,8.9,3,33.5,4,47.2,2,87.4,4,2.6,3,28.0
31278,13,80.2,8,90.0,7,21.9,2,5.2,0,44.9,6,70.5,8,92.4,8,1.2,1,28.0
31281,13,89.0,9,94.8,9,26.7,4,8.2,2,52.0,8,57.7,4,84.4,2,1.8,2,28.0
31300,13,75.8,7,88.2,6,29.0,5,8.7,3,42.5,6,63.7,6,92.7,8,5.1,7,28.0
31320,13,83.1,9,87.3,4,23.3,2,7.9,2,45.7,7,69.8,8,93.1,9,8.1,9,28.0
31326,13,69.0,4,92.0,9,32.5,6,9.9,4,43.0,6,53.3,3,85.8,3,3.2,4,28.0
31340,13,70.5,4,87.9,5,32.8,6,8.8,3,44.4,6,58.4,5,91.2,7,0.9,1,28.0
31341,13,73.4,5,84.3,1,24.4,3,11.1,5,37.6,5,63.7,6,88.1,5,2.2,3,28.0
31342,15,73.6,6,88.3,6,29.9,5,6.5,1,39.9,5,56.9,4,86.8,4,1.0,1,28.0
31347,13,67.3,3,89.3,7,41.6,8,6.0,0,37.7,5,43.8,1,85.4,3,7.3,8,28.0
31355,15,78.4,7,88.2,6,25.2,3,11.7,5,42.1,6,62.5,6,87.7,4,3.8,5,28.0
31400,14,76.9,7,88.5,6,28.5,4,19.9,8,41.2,6,58.5,5,86.9,4,2.6,3,28.0
31411,15,70.8,4,89.8,7,40.3,8,10.2,4,41.4,6,52.8,3,93.1,9,1.1,1,28.0
31421,14,90.5,9,97.5,9,20.6,1,4.7,0,61.5,9,65.4,7,86.1,3,15.3,9,28.0
31437,15,71.9,5,88.1,5,38.6,8,9.2,3,46.8,7,48.0,2,86.6,4,4.3,6,28.0
31453,15,70.3,4,92.6,9,40.6,8,17.9,8,39.8,5,47.7,2,88.3,5,4.4,6,28.0
31477,13,87.2,9,93.0,9,17.4,1,3.1,0,36.2,5,77.9,9,95.3,9,0.7000000000000001,0,28.0
31496,15,63.6,2,88.0,5,35.1,7,9.4,4,33.3,4,48.7,2,83.8,2,0.7000000000000001,0,28.0
31518,13,74.0,6,83.2,1,16.3,0,3.4,0,26.7,2,56.7,4,73.1,0,0.9,1,28.0
31545,14,76.8,7,88.5,6,35.9,7,15.3,7,46.5,7,54.6,3,90.5,7,9.2,9,28.0
31546,15,86.6,9,93.6,9,24.9,3,5.9,0,53.9,8,63.1,6,88.0,4,3.2,4,28.0
32795,5,87.5,9,95.4,9,31.2,5,11.3,5,56.6,8,55.2,4,86.4,3,4.6,6,4.0
32815,3,64.6,2,86.0,3,24.7,3,13.0,6,36.8,5,63.6,6,88.3,5,2.3,3,4.0
32820,3,72.1,5,82.4,0,29.8,5,20.9,8,41.2,6,59.9,5,89.7,6,1.7000000000000002,2,4.0
32821,3,39.4,0,83.8,1,62.0,9,38.8,9,13.3,0,17.7,0,79.7,1,1.4,1,4.0
32823,3,61.9,2,86.6,4,47.7,9,27.8,9,27.2,3,39.2,0,86.9,4,4.0,6,4.0
32835,3,73.0,5,86.2,3,32.7,6,15.1,7,34.6,4,44.0,1,76.7,0,0.0,0,4.0
32839,5,66.8,3,90.3,8,49.0,9,19.5,8,38.3,5,38.1,0,87.2,4,7.9,9,4.0
32848,3,69.8,4,92.3,9,51.7,9,26.9,9,35.3,4,33.5,0,85.2,3,7.0,8,4.0
32858,3,79.0,8,90.7,8,51.5,9,12.0,6,49.7,7,39.5,0,91.1,7,3.3,5,4.0
32859,3,76.1,7,88.3,6,48.0,9,14.9,7,52.0,8,41.4,1,89.3,6,5.8,7,4.0
32860,3,60.8,1,84.9,2,39.7,8,17.9,8,31.7,4,46.9,2,86.6,4,3.8,5,4.0
32861,3,67.9,3,87.8,5,45.0,9,15.6,7,44.4,6,38.9,0,84.0,2,8.0,9,4.0
32865,1,73.0,5,86.7,4,32.2,6,10.2,4,55.3,8,56.2,4,88.4,5,4.0,6,4.0
32874,3,68.1,3,81.4,0,39.4,8,15.3,7,29.7,3,26.1,0,65.5,0,8.0,9,4.0
32895,3,48.1,0,84.5,2,58.5,9,50.6,9,24.5,2,30.5,0,89.1,5,2.1,2,4.0
32907,3,41.2,0,90.9,8,61.0,9,52.7,9,21.4,1,9.1,0,70.1,0,6.3,8,4.0
32909,3,61.1,1,87.8,5,51.4,9,22.6,9,31.5,4,37.8,0,89.2,5,2.2,3,4.0
32920,3,70.0,4,90.2,8,47.9,9,23.7,9,48.9,7,39.7,0,87.6,4,1.4,1,4.0
32925,3,70.1,4,86.2,3,41.5,8,12.4,6,47.7,7,41.0,1,82.5,1,5.8,7,4.0
32928,3,69.1,4,84.0,1,42.9,8,14.3,7,47.1,7,34.9,0,77.7,0,4.5,6,4.0
