id,Commune,Computer Percent,Computer Quantile,Cellular Percent,Cellular Quantile,Rent Percent,Rent Quantile,Immigration Percent,Immigration Quantile,Education Percent,Education Quantile,Owner Percent,Owner Quantile,Regular Percent,Regular Quantile,Uninhabited Percent,Uninhabited Quantile,b_id
32687,15,81.0,8,90.2,8,21.5,2,8.9,3,51.6,8,66.8,7,88.3,5,2.1,2,6.0
32695,15,81.8,9,87.6,5,28.9,5,10.0,4,49.9,7,46.4,2,75.2,0,2.7,3,6.0
32704,15,60.8,1,74.3,0,9.9,0,7.7,2,32.7,4,69.8,8,79.7,1,0.0,0,6.0
32722,15,72.1,5,88.7,6,37.5,7,12.5,6,38.0,5,51.5,3,89.0,5,1.1,1,6.0
32725,15,73.5,5,85.3,2,30.5,5,8.8,3,44.0,6,42.2,1,72.7,0,4.3,6,6.0
32736,15,79.4,8,89.2,7,28.7,5,8.0,2,50.0,7,55.9,4,84.6,2,9.7,9,6.0
32737,15,66.7,3,85.9,3,33.3,6,11.4,5,32.3,4,58.9,5,92.2,8,0.7000000000000001,0,6.0
32738,15,67.5,3,88.7,6,39.5,8,14.4,7,29.3,3,38.1,0,77.7,0,3.4,5,6.0
32747,11,69.1,4,85.6,3,30.7,5,8.7,3,34.1,4,50.0,2,80.7,1,3.4,5,6.0
32751,15,75.0,6,88.3,6,23.1,2,12.3,6,39.2,5,59.5,5,82.6,1,3.0,4,6.0
32752,15,74.9,6,89.1,6,28.9,5,11.7,5,39.1,5,58.2,5,87.0,4,2.2,3,6.0
32754,15,75.0,6,89.4,7,23.3,2,8.9,3,33.0,4,65.8,7,89.0,5,3.0,4,6.0
32762,15,75.4,6,85.7,3,25.8,3,8.6,3,46.7,7,64.8,7,90.6,7,14.5,9,6.0
32769,5,77.6,7,87.5,5,20.1,1,7.2,1,53.0,8,72.4,9,92.4,8,3.0,4,6.0
32770,15,75.8,7,88.1,5,27.1,4,9.6,4,40.7,6,64.7,7,91.8,8,0.9,1,6.0
32781,15,70.3,4,85.7,3,38.2,7,8.5,3,36.3,5,23.9,0,62.1,0,4.4,6,6.0
32810,11,70.7,4,90.8,8,22.1,2,6.4,0,34.5,4,69.5,8,91.6,7,2.0,2,29.0
32813,11,69.5,4,83.8,1,23.2,2,8.5,3,29.0,3,70.2,8,93.4,9,0.30000000000000004,0,29.0
32819,11,68.4,3,84.9,2,17.5,1,5.7,0,31.3,4,68.7,8,86.1,3,2.4,3,29.0
32854,11,73.8,6,86.8,4,24.3,3,12.9,6,32.4,4,62.2,6,86.5,3,4.8,7,29.0
32866,11,65.2,2,88.8,6,21.2,2,6.4,0,32.3,4,74.4,9,95.6,9,1.0,1,29.0
32888,11,63.1,2,83.1,1,34.6,7,8.4,2,29.6,3,58.5,5,93.1,9,3.5,5,29.0
32906,11,67.1,3,86.7,4,37.1,7,14.6,7,26.8,2,57.1,4,94.2,9,4.3,6,29.0
32908,11,70.7,4,89.0,6,17.5,1,7.7,2,30.1,3,73.7,9,91.2,7,1.2,1,29.0
32914,11,69.1,4,86.2,3,19.6,1,8.5,3,29.9,3,67.7,8,87.3,4,1.4,1,29.0
32955,11,71.0,4,86.9,4,24.2,3,9.5,4,28.2,3,68.4,8,92.5,8,1.5,1,29.0
32959,11,74.1,6,86.0,3,11.0,0,7.9,2,32.0,4,79.0,9,89.9,6,1.5,1,29.0
32960,10,73.2,5,89.8,7,22.5,2,8.5,3,32.4,4,71.5,8,94.0,9,2.9,4,29.0
32973,11,71.4,5,82.9,1,29.6,5,10.7,5,35.7,5,57.5,4,87.1,4,3.3,5,29.0
33010,11,76.0,7,88.8,6,11.2,0,8.0,2,31.6,4,84.6,9,95.8,9,0.30000000000000004,0,29.0
33059,11,67.7,3,84.6,2,23.5,2,7.6,2,27.7,3,69.2,8,92.7,8,2.5,3,29.0
33060,11,72.3,5,88.8,6,26.4,4,7.6,2,29.9,3,62.3,6,88.8,5,5.2,7,29.0
33102,11,70.3,4,84.9,2,24.7,3,7.5,1,28.0,3,65.9,7,90.7,7,2.1,2,29.0
33110,11,72.7,5,86.5,4,16.9,0,8.7,3,32.8,4,71.0,8,87.9,4,2.7,3,29.0
33133,11,63.0,2,86.1,3,19.6,1,13.0,6,24.8,2,75.3,9,94.8,9,2.2,3,29.0
33154,10,71.1,4,87.3,4,22.7,2,7.7,2,28.9,3,59.3,5,82.0,1,2.6,3,29.0
33155,11,68.2,3,86.1,3,21.6,2,5.2,0,31.4,4,64.2,7,85.8,3,3.9,5,29.0
33223,11,71.9,5,89.7,7,21.2,2,6.6,1,22.6,2,71.1,8,92.3,8,8.0,9,29.0
31965,15,85.8,9,92.3,9,4.4,0,4.9,0,52.5,8,80.9,9,85.2,3,1.1,1,29.0
31986,15,73.2,5,90.0,7,32.0,6,4.4,0,35.2,4,60.8,5,92.8,8,1.3,1,29.0
31991,15,59.3,1,88.0,5,44.0,8,17.0,8,21.4,1,40.3,1,84.3,2,3.8,5,29.0
32033,15,67.3,3,82.0,0,20.8,2,7.0,1,38.0,5,56.0,4,76.8,0,4.0,6,29.0
32042,11,75.3,6,87.6,5,30.4,5,7.4,1,39.9,5,58.2,5,88.6,5,2.9,4,29.0
32164,11,75.5,6,87.9,5,15.4,0,7.0,1,38.5,5,78.9,9,94.3,9,3.6,5,29.0
32165,15,75.3,6,88.2,6,24.3,3,10.9,5,34.5,4,62.4,6,86.7,4,2.7,3,29.0
32181,11,73.4,5,88.8,6,26.3,4,4.2,0,35.9,5,60.3,5,86.5,3,5.5,7,29.0
32195,11,80.4,8,90.0,7,16.0,0,6.3,0,36.6,5,75.8,9,91.8,8,1.7000000000000002,2,29.0
32196,11,72.1,5,84.4,2,25.4,3,3.8,0,33.3,4,67.0,7,92.4,8,7.0,8,29.0
32205,11,74.0,6,88.8,6,27.9,4,5.2,0,38.2,5,64.6,7,92.4,8,8.2,9,29.0
32208,11,73.0,5,88.3,6,29.4,5,6.0,0,37.1,5,62.1,6,91.5,7,4.7,6,29.0
32237,11,71.4,5,88.9,6,34.1,6,6.6,1,39.3,5,54.4,3,88.4,5,4.6,6,29.0
32238,15,35.6,0,79.2,0,18.0,1,29.8,9,7.8,0,34.4,0,52.4,0,3.4,5,29.0
32244,11,78.2,7,87.7,5,17.4,1,8.2,2,41.5,6,74.4,9,91.8,8,4.1,6,29.0
32253,11,71.1,4,85.7,3,18.8,1,2.9,0,38.1,5,72.4,9,91.2,7,2.7,3,29.0
32258,11,73.9,6,88.7,6,27.4,4,6.6,1,38.0,5,65.7,7,93.1,9,2.7,3,29.0
32263,11,71.9,5,83.9,1,27.1,4,3.8,0,36.3,5,65.0,7,92.1,8,6.2,8,29.0
32279,11,72.7,5,89.1,6,24.7,3,6.2,0,42.0,6,68.6,8,93.2,9,7.9,9,29.0
32283,11,76.6,7,90.8,8,22.9,2,5.2,0,41.5,6,68.3,8,91.3,7,5.5,7,29.0
32299,11,76.5,7,88.6,6,23.5,2,4.7,0,36.9,5,56.5,4,80.0,1,2.6,3,29.0
32301,11,67.4,3,86.8,4,20.2,1,8.9,3,34.1,4,69.0,8,89.1,5,4.2,6,29.0
32316,11,71.7,5,89.6,7,24.7,3,7.1,1,35.6,5,67.7,8,92.5,8,5.9,8,29.0
32320,11,80.5,8,90.5,8,18.7,1,5.3,0,43.1,6,67.5,8,86.3,3,3.3,5,29.0
32323,11,69.5,4,83.3,1,28.5,4,4.1,0,34.7,4,63.8,6,92.3,8,3.3,5,29.0
32334,11,79.7,8,90.1,7,20.6,1,6.6,1,43.8,6,68.7,8,89.3,6,3.0,4,29.0
32337,11,75.6,6,87.4,5,18.1,1,7.1,1,36.0,5,76.0,9,94.1,9,4.1,6,29.0
32343,11,63.6,2,80.8,0,23.2,2,5.1,0,29.6,3,67.3,7,90.6,7,2.8,4,29.0
32363,11,80.3,8,90.6,8,27.6,4,5.6,0,38.9,5,63.0,6,90.6,7,4.8,7,29.0
32372,11,72.7,5,86.6,4,46.9,9,5.4,0,44.6,6,44.0,1,90.9,7,2.8,4,29.0
32425,11,69.9,4,78.9,0,32.1,6,4.6,0,33.8,4,46.2,1,78.3,0,4.2,6,29.0
32449,11,79.2,8,92.0,9,15.1,0,3.5,0,37.3,5,75.3,9,90.4,6,3.1,4,29.0
32450,11,77.7,7,88.5,6,15.6,0,7.0,1,41.2,6,74.5,9,90.1,6,3.0,4,29.0
32454,11,78.0,7,89.4,7,17.7,1,7.1,1,35.6,5,68.4,8,86.2,3,2.5,3,29.0
32456,15,64.7,2,85.9,3,30.0,5,15.9,7,20.6,1,59.0,5,89.0,5,3.2,4,29.0
32467,11,69.6,4,87.3,4,23.5,2,16.7,8,20.6,1,71.6,8,95.1,9,1.7000000000000002,2,29.0
32470,11,72.7,5,84.6,2,16.7,0,6.8,1,21.5,1,78.2,9,94.9,9,0.0,0,29.0
32471,11,75.3,6,89.2,7,21.6,2,11.4,5,20.7,1,71.0,8,92.6,8,2.1,2,29.0
32475,11,72.5,5,91.0,8,18.0,1,7.2,1,32.6,4,71.9,9,89.9,6,2.1,2,29.0
32476,11,72.5,5,89.3,7,23.6,2,6.4,0,34.9,4,68.2,8,91.8,8,8.2,9,29.0
32480,11,65.0,2,84.8,2,35.3,7,8.2,2,34.3,4,58.4,5,93.6,9,2.7,3,29.0
32486,11,64.9,2,84.3,1,25.4,3,6.2,0,28.3,3,68.0,8,93.4,9,7.9,9,29.0
32487,11,70.8,4,84.7,2,14.4,0,7.2,1,30.2,3,69.1,8,83.5,2,2.3,3,29.0
32491,11,65.1,2,84.0,1,30.0,5,7.0,1,30.6,3,58.9,5,88.9,5,2.2,3,29.0
32492,11,71.0,4,87.6,5,19.5,1,5.7,0,31.9,4,73.3,9,92.9,8,3.9,5,29.0
32530,11,71.0,4,86.4,3,17.5,1,4.7,0,34.8,4,75.4,9,92.9,8,3.2,4,29.0
32545,11,62.2,2,78.3,0,27.3,4,9.7,4,32.8,4,62.0,6,89.3,6,3.8,5,29.0
32550,11,74.8,6,88.3,6,11.0,0,8.4,2,32.8,4,83.2,9,94.2,9,4.7,6,29.0
32556,15,68.2,3,86.7,4,23.4,2,10.9,5,22.0,1,68.2,8,91.6,7,1.1,1,29.0
32568,11,69.5,4,84.9,2,30.9,5,6.6,1,30.1,3,60.3,5,91.2,7,3.3,5,29.0
32569,11,66.7,3,79.4,0,29.3,5,10.1,4,31.0,4,63.8,6,93.0,8,4.0,6,29.0
32591,11,73.4,5,87.5,5,17.3,1,9.6,4,32.1,4,77.0,9,94.3,9,1.1,1,29.0
32600,11,76.4,7,87.3,4,28.5,4,8.6,3,39.8,5,64.0,6,92.5,8,3.9,5,29.0
32605,11,71.3,5,84.2,1,20.9,2,8.3,2,33.9,4,70.0,8,90.9,7,2.1,2,29.0
32609,11,68.6,4,85.1,2,18.6,1,11.8,6,24.3,2,62.5,6,81.1,1,3.8,5,29.0
32624,11,72.8,5,86.0,3,24.2,3,7.2,1,32.1,4,59.2,5,83.4,2,1.8,2,29.0
32651,11,73.4,5,90.0,7,22.5,2,8.1,2,37.2,5,69.7,8,92.2,8,1.4,1,29.0
32670,11,71.2,5,86.5,4,24.2,3,3.9,0,35.1,4,66.9,7,91.1,7,3.8,5,29.0
32678,11,73.2,5,86.3,3,28.5,4,7.4,1,34.2,4,57.5,4,86.0,3,3.5,5,29.0
32680,11,67.8,3,83.5,1,27.3,4,10.4,5,26.3,2,65.3,7,92.7,8,3.4,5,29.0
32685,11,77.7,7,89.4,7,11.4,0,6.2,0,27.8,3,78.8,9,90.1,6,2.1,2,29.0
32698,11,63.2,2,84.8,2,26.7,4,13.7,7,23.0,2,54.3,3,81.0,1,4.0,6,29.0
32710,11,76.3,7,86.2,3,14.4,0,4.2,0,39.1,5,73.2,9,87.6,4,3.9,5,29.0
32712,11,77.6,7,87.9,5,15.0,0,7.9,2,33.3,4,77.8,9,92.9,8,2.5,3,29.0
32720,11,70.1,4,83.2,1,21.5,2,8.0,2,32.3,4,76.2,9,97.7,9,1.4,1,29.0
32727,11,77.1,7,90.6,8,19.6,1,5.7,0,37.8,5,61.2,6,80.8,1,4.5,6,29.0
32750,11,70.4,4,84.8,2,26.1,3,7.3,1,25.9,2,63.8,6,89.9,6,1.0,1,29.0
32771,11,73.9,6,89.1,6,14.7,0,9.0,3,32.2,4,80.6,9,95.3,9,2.0,2,29.0
32779,11,69.7,4,80.9,0,34.3,6,13.2,6,25.9,2,60.4,5,94.7,9,1.2,1,29.0
32786,11,72.9,5,84.8,2,18.5,1,10.2,4,27.1,3,61.1,6,79.5,1,1.7000000000000002,2,29.0
32795,5,87.5,9,95.4,9,31.2,5,11.3,5,56.6,8,55.2,4,86.4,3,4.6,6,12.0
32805,5,71.3,5,85.9,3,31.2,5,10.7,5,41.3,6,44.0,1,75.2,0,4.4,6,12.0
32806,5,78.3,7,87.0,4,27.1,4,8.5,3,46.2,7,61.7,6,88.8,5,3.2,4,12.0
32812,5,66.4,3,85.2,2,38.4,8,14.7,7,38.7,5,41.2,1,79.6,1,2.3,3,12.0
32818,6,73.6,6,88.2,6,25.0,3,5.7,0,43.7,6,61.1,6,86.1,3,2.1,2,12.0
32822,5,67.1,3,87.3,4,29.0,5,9.5,4,35.9,5,64.7,7,93.7,9,3.4,5,12.0
32824,5,74.3,6,88.7,6,34.6,7,8.1,2,45.7,7,50.6,2,85.3,3,5.1,7,12.0
32839,5,66.8,3,90.3,8,49.0,9,19.5,8,38.3,5,38.1,0,87.2,4,7.9,9,12.0
32843,5,78.8,8,90.9,8,39.1,8,8.9,3,49.4,7,50.6,2,89.7,6,3.6,5,12.0
32846,5,73.9,6,89.2,7,44.6,9,17.1,8,37.8,5,47.7,2,92.3,8,1.7000000000000002,2,12.0
32856,5,69.2,4,85.2,2,33.5,6,11.2,5,39.4,5,48.6,2,82.2,1,5.4,7,12.0
32857,5,75.4,6,90.9,8,31.6,6,9.3,3,46.2,7,54.1,3,85.6,3,2.1,2,12.0
32873,5,71.8,5,89.0,6,35.5,7,9.0,3,42.0,6,50.2,2,85.7,3,2.6,3,12.0
32874,3,68.1,3,81.4,0,39.4,8,15.3,7,29.7,3,26.1,0,65.5,0,8.0,9,12.0
32886,5,73.5,5,87.4,5,29.7,5,9.7,4,42.2,6,47.9,2,77.6,0,2.3,3,12.0
32893,5,74.6,6,91.3,8,35.5,7,9.4,4,44.3,6,42.8,1,78.3,0,7.0,8,12.0
32901,5,80.5,8,90.7,8,30.8,5,13.5,7,44.5,6,57.3,4,88.1,5,3.3,5,12.0
32904,6,74.9,6,87.7,5,33.9,6,7.6,2,44.8,6,57.3,4,91.2,7,3.7,5,12.0
32905,5,76.6,7,90.1,7,25.2,3,5.5,0,46.7,7,60.3,5,85.5,3,4.5,6,12.0
32912,5,51.4,0,83.1,1,64.4,9,35.0,9,23.2,2,28.2,0,92.7,8,1.9,2,12.0
32917,5,74.2,6,88.8,6,22.7,2,10.0,4,42.4,6,49.6,2,72.2,0,1.9,2,12.0
32918,5,71.3,5,83.0,1,29.5,5,9.1,3,36.1,5,50.6,2,80.1,1,4.9,7,12.0
32926,5,77.4,7,88.2,6,36.2,7,6.6,1,46.3,7,48.8,2,85.0,3,5.2,7,12.0
32942,5,69.9,4,86.4,3,35.2,7,9.4,4,41.8,6,54.7,3,89.9,6,4.5,6,12.0
32946,5,71.1,4,87.4,5,30.2,5,10.2,4,44.3,6,49.2,2,79.4,1,1.4,1,12.0
32950,5,70.3,4,86.2,3,41.9,8,13.3,6,38.1,5,43.0,1,84.9,3,6.0,8,12.0
32957,5,74.1,6,85.1,2,43.5,8,12.8,6,44.4,6,39.9,1,83.3,2,8.0,9,12.0
32967,5,59.7,1,85.7,3,49.3,9,13.7,7,33.1,4,38.3,0,87.7,4,3.3,5,12.0
32968,5,72.7,5,90.4,8,36.6,7,12.4,6,42.9,6,53.3,3,90.0,6,2.6,3,12.0
32972,5,72.7,5,85.0,2,34.4,6,20.0,8,35.5,5,33.5,0,67.8,0,2.8,4,12.0
32975,5,68.1,3,84.5,2,28.4,4,12.9,6,41.8,6,53.0,3,81.5,1,1.7000000000000002,2,12.0
32983,5,73.0,5,91.4,8,28.2,4,13.7,7,40.5,6,47.1,2,75.3,0,0.5,0,12.0
32993,5,77.2,7,86.2,3,31.7,6,8.2,2,44.2,6,61.2,6,92.9,8,3.5,5,12.0
33003,5,70.4,4,85.4,2,31.6,6,10.1,4,41.9,6,57.6,4,89.2,5,4.2,6,12.0
33020,5,69.3,4,85.5,2,43.2,8,11.4,5,38.8,5,44.9,1,88.2,5,5.1,7,12.0
33022,5,68.1,3,84.6,2,31.5,6,13.5,7,43.2,6,54.2,3,85.8,3,7.2,8,12.0
33033,6,72.8,5,88.7,6,19.1,1,10.8,5,39.8,5,64.4,7,83.6,2,5.0,7,12.0
33034,5,79.9,8,89.7,7,30.1,5,10.5,5,44.2,6,55.8,4,85.9,3,2.2,3,12.0
33037,5,77.9,7,93.3,9,32.5,6,7.9,2,44.5,6,50.9,2,83.4,2,11.8,9,12.0
33041,5,75.1,6,91.4,8,39.1,8,11.2,5,44.7,6,49.2,2,88.2,5,3.4,5,12.0
33042,5,77.0,7,89.3,7,30.3,5,10.2,4,42.8,6,57.0,4,87.3,4,3.5,5,12.0
33045,5,66.3,3,87.8,5,47.4,9,12.8,6,36.7,5,35.7,0,83.2,2,9.2,9,12.0
33057,5,72.6,5,89.5,7,38.4,8,8.6,3,41.4,6,51.6,3,90.0,6,8.2,9,12.0
33066,5,71.3,5,86.8,4,40.1,8,10.2,4,42.2,6,52.0,3,92.1,8,2.8,4,12.0
33076,5,75.1,6,88.8,6,39.8,8,15.4,7,38.8,5,52.7,3,92.5,8,1.4,1,12.0
33079,5,71.9,5,82.7,1,34.1,6,13.5,7,45.3,7,48.9,2,83.0,2,3.0,4,12.0
33103,5,67.5,3,91.6,9,45.1,9,13.6,7,37.5,5,43.2,1,88.3,5,4.5,6,12.0
33114,6,77.7,7,88.3,6,31.8,6,7.2,1,43.0,6,56.8,4,88.6,5,4.5,6,12.0
33115,5,84.0,9,92.5,9,22.8,2,10.0,4,49.6,7,60.5,5,83.3,2,1.5,1,12.0
33124,3,52.6,0,84.3,1,43.9,8,20.1,8,24.4,2,49.0,2,92.9,8,2.0,2,12.0
33132,5,64.7,2,87.6,5,43.4,8,13.2,6,33.2,4,41.4,1,84.8,3,3.0,4,12.0
33134,5,75.4,6,90.6,8,40.9,8,11.4,5,42.5,6,47.6,2,88.5,5,2.7,3,12.0
33139,5,73.1,5,86.8,4,33.9,6,8.6,3,36.3,5,51.1,3,85.0,3,6.9,8,12.0
33142,5,76.5,7,90.4,8,30.4,5,8.4,2,42.0,6,60.2,5,90.7,7,3.5,5,12.0
33147,5,70.0,4,87.3,4,35.4,7,13.9,7,36.8,5,53.0,3,88.4,5,3.6,5,12.0
33148,5,63.2,2,87.3,4,49.5,9,13.0,6,38.0,5,43.3,1,92.7,8,5.3,7,12.0
33150,5,70.7,4,88.3,6,25.2,3,12.9,6,35.3,4,58.9,5,84.2,2,1.0,1,12.0
33202,6,80.1,8,89.5,7,28.0,4,8.7,3,47.4,7,60.5,5,88.5,5,4.8,7,12.0
33205,5,66.5,3,83.1,1,25.4,3,7.9,2,41.4,6,62.5,6,87.9,4,8.6,9,12.0
33211,5,73.5,5,90.3,8,32.7,6,11.5,5,46.4,7,52.0,3,84.7,2,1.6,2,12.0
33213,5,81.3,8,89.8,7,37.1,7,9.8,4,45.2,6,52.1,3,89.2,5,2.8,4,12.0
33217,5,75.1,6,89.1,6,29.9,5,10.0,4,41.3,6,58.0,4,87.8,4,3.8,5,12.0
33221,5,74.5,6,86.2,3,31.0,5,8.7,3,42.7,6,48.9,2,79.9,1,3.1,4,12.0
33225,5,70.8,4,85.2,2,34.7,7,7.3,1,43.8,6,44.7,1,79.4,1,2.6,3,12.0
33229,5,67.7,3,83.5,1,29.9,5,18.9,8,31.7,4,55.5,4,85.4,3,3.7,5,12.0
33234,5,66.6,3,86.6,4,38.5,8,16.8,8,36.6,5,55.1,4,93.6,9,2.0,2,12.0
33238,5,64.6,2,81.9,0,27.2,4,9.8,4,35.4,5,61.0,6,88.2,5,2.1,2,12.0
33249,5,65.1,2,82.5,0,42.8,8,8.9,3,35.3,4,47.6,2,90.3,6,6.7,8,12.0
33277,6,77.1,7,93.6,9,29.7,5,8.1,2,54.0,8,55.1,4,84.7,2,3.1,4,12.0
33288,5,68.6,4,87.1,4,45.1,9,11.7,5,48.2,7,42.7,1,87.8,4,2.7,3,12.0
33289,5,70.0,4,86.6,4,34.4,6,12.5,6,39.8,5,51.3,3,85.7,3,3.8,5,12.0
33290,5,63.8,2,83.8,1,32.4,6,11.7,5,39.8,5,59.5,5,91.9,8,5.1,7,12.0
33291,5,73.1,5,86.5,4,32.5,6,7.3,1,38.2,5,48.4,2,81.0,1,1.4,1,12.0
33293,5,70.8,4,88.1,5,25.9,3,8.9,3,40.1,5,46.1,1,72.0,0,2.3,3,12.0
33310,5,71.3,5,89.1,6,30.3,5,12.5,6,39.4,5,58.4,5,88.8,5,4.8,7,12.0
33320,5,66.9,3,91.1,8,49.0,9,11.5,5,36.7,5,44.4,1,93.5,9,4.0,6,12.0
33326,6,69.5,4,83.8,1,41.7,8,10.5,5,37.6,5,47.4,2,89.1,5,1.9,2,12.0
33350,5,58.7,1,89.4,7,51.2,9,13.7,7,34.8,4,37.5,0,88.7,5,8.0,9,12.0
33352,5,71.1,4,86.6,4,36.9,7,7.3,1,46.3,7,48.9,2,85.8,3,3.1,4,12.0
33381,5,79.1,8,91.0,8,26.6,4,10.7,5,39.9,5,61.6,6,88.1,5,2.5,3,12.0
33384,3,57.0,1,79.1,0,38.0,7,15.2,7,33.4,4,44.1,1,82.1,1,2.1,2,12.0
33386,5,67.2,3,84.0,1,43.5,8,10.9,5,37.0,5,47.6,2,91.1,7,2.7,3,12.0
33387,5,67.9,3,84.5,2,34.7,7,9.6,4,39.0,5,51.1,3,85.8,3,2.4,3,12.0
33388,5,64.5,2,87.4,5,31.7,6,10.1,4,31.6,4,55.7,4,87.4,4,3.9,5,12.0
33389,5,73.4,5,87.2,4,26.4,4,7.1,1,42.6,6,62.0,6,88.4,5,1.6,2,12.0
33391,5,66.0,3,83.1,1,36.5,7,8.3,2,35.2,4,48.1,2,84.6,2,6.6,8,12.0
33395,6,73.7,6,88.9,6,29.6,5,4.8,0,47.9,7,64.1,7,93.7,9,6.4,8,12.0
33398,5,73.2,5,85.9,3,31.3,6,7.1,1,39.8,5,60.6,5,91.9,8,2.2,3,12.0
33406,5,69.7,4,87.3,4,47.0,9,12.1,6,39.7,5,38.6,0,85.6,3,3.3,5,12.0
33430,5,69.2,4,86.0,3,27.1,4,9.5,4,34.3,4,58.2,5,85.4,3,5.2,7,12.0
33437,5,81.0,8,90.1,7,20.8,2,5.1,0,46.0,7,67.5,8,88.3,5,5.0,7,12.0
33438,5,67.6,3,87.3,4,45.3,9,9.9,4,39.7,5,42.9,1,88.2,5,2.4,3,12.0
33457,5,64.8,2,87.0,4,40.0,8,8.1,2,39.3,5,46.3,1,86.3,3,5.6,7,12.0
33466,5,75.6,6,90.1,7,36.9,7,8.0,2,49.6,7,50.0,2,86.9,4,5.3,7,12.0
33471,5,68.5,4,85.5,2,31.5,6,5.5,0,42.7,6,54.8,3,86.3,3,2.9,4,12.0
33472,3,61.0,1,88.6,6,56.8,9,19.2,8,30.6,3,29.9,0,86.7,4,2.2,3,12.0
33484,5,70.0,4,87.4,5,39.0,8,8.8,3,42.6,6,53.6,3,92.6,8,3.8,5,12.0
33487,6,78.6,8,88.8,6,29.5,5,7.7,2,42.5,6,50.3,2,79.8,1,2.6,3,12.0
33493,5,72.3,5,86.0,3,29.8,5,6.4,0,44.3,6,56.1,4,85.8,3,4.6,6,12.0
33499,5,72.1,5,86.6,4,38.3,7,7.2,1,46.6,7,52.4,3,90.7,7,2.6,3,12.0
33501,5,77.2,7,88.1,5,30.3,5,5.0,0,40.9,6,64.1,7,94.4,9,13.5,9,12.0
33510,5,73.9,6,90.3,8,37.0,7,13.0,6,42.7,6,55.5,4,92.4,8,2.3,3,12.0
33513,5,64.9,2,83.3,1,31.0,5,11.9,6,35.9,5,56.5,4,87.5,4,1.0,1,12.0
33531,3,58.4,1,86.4,3,35.4,7,18.9,8,24.6,2,51.6,3,87.0,4,2.0,2,12.0
33537,5,70.7,4,85.6,3,21.7,2,10.3,4,44.5,6,68.2,8,89.9,6,4.7,6,12.0
33540,5,67.2,3,85.4,2,38.6,8,10.6,5,35.0,4,50.8,2,89.4,6,1.7000000000000002,2,12.0
33554,5,64.7,2,84.6,2,32.7,6,9.9,4,41.1,6,44.6,1,77.2,0,3.4,5,12.0
33573,5,64.1,2,85.2,2,40.8,8,14.6,7,34.1,4,39.9,1,80.8,1,10.6,9,12.0
33598,5,71.3,5,89.8,7,23.6,2,14.5,7,44.5,6,48.4,2,72.0,0,2.6,3,12.0
33616,5,76.7,7,86.5,4,24.9,3,4.8,0,48.7,7,65.3,7,90.3,6,2.9,4,12.0
33617,5,71.8,5,89.5,7,40.6,8,6.5,1,45.5,7,54.8,3,95.4,9,10.8,9,12.0
33619,5,79.0,8,94.2,9,26.8,4,8.8,3,51.4,8,63.9,6,90.7,7,4.6,6,12.0
33620,6,69.8,4,84.8,2,24.0,3,8.9,3,49.4,7,67.3,7,91.3,7,3.2,4,12.0
33622,5,57.1,1,87.5,5,47.0,9,18.9,8,24.2,2,37.5,0,84.5,2,0.5,0,12.0
33623,3,74.9,6,89.7,7,34.5,6,11.4,5,46.0,7,45.9,1,80.4,1,3.2,4,12.0
33627,5,52.6,0,84.9,2,51.1,9,19.0,8,27.8,3,32.0,0,83.1,2,3.5,5,12.0
33685,5,68.0,3,81.9,0,33.8,6,11.7,5,38.3,5,54.7,3,88.5,5,0.30000000000000004,0,12.0
33687,5,75.5,6,89.3,7,32.4,6,11.7,5,32.8,4,57.9,4,90.3,6,1.4,1,12.0
33709,5,73.8,6,88.1,5,34.2,6,10.4,5,42.9,6,50.5,2,84.7,2,4.7,6,12.0
33711,5,59.5,1,77.5,0,40.1,8,10.8,5,29.0,3,42.3,1,82.4,1,1.5,1,12.0
33712,5,64.5,2,85.5,2,36.4,7,14.5,7,27.1,3,54.7,3,91.1,7,1.2,1,12.0
33713,5,67.2,3,88.6,6,49.4,9,17.0,8,25.8,2,42.4,1,91.7,8,0.9,1,12.0
33715,3,57.7,1,87.2,4,50.6,9,18.7,8,24.8,2,36.2,0,86.8,4,4.6,6,12.0
33748,6,73.0,5,83.2,1,27.0,4,7.6,2,42.4,6,56.8,4,83.8,2,3.7,5,12.0
33749,5,77.7,7,89.8,7,26.8,4,5.2,0,49.2,7,57.3,4,84.1,2,3.5,5,12.0
33753,5,66.0,3,89.8,7,37.1,7,13.6,7,32.5,4,51.3,3,88.4,5,1.9,2,12.0
33757,5,56.2,1,90.0,7,46.2,9,20.1,8,30.2,3,31.3,0,77.5,0,2.2,3,12.0
33778,3,57.0,1,84.5,2,39.9,8,17.7,8,22.0,1,43.3,1,83.3,2,1.8,2,12.0
33808,5,67.5,3,85.5,2,33.3,6,11.2,5,34.4,4,54.6,3,87.9,4,3.2,4,12.0
33811,5,59.4,1,83.4,1,39.6,8,9.7,4,29.0,3,48.7,2,88.3,5,7.2,8,12.0
33815,5,72.7,5,88.9,6,31.7,6,9.5,4,44.1,6,49.8,2,81.6,1,4.6,6,12.0
33817,5,73.4,5,93.3,9,24.9,3,10.4,5,35.0,4,59.3,5,84.2,2,0.30000000000000004,0,12.0
33826,5,77.0,7,88.3,6,20.7,2,7.8,2,48.2,7,68.6,8,89.3,6,4.6,6,12.0
33833,6,76.4,7,90.7,8,26.3,4,10.4,5,47.2,7,63.4,6,89.6,6,3.8,5,12.0
