id,AREA,Commune,DEPTO,FRAC,Computer Percent,Computer Quantile,Cellular Percent,Cellular Quantile,Rent Percent,Rent Quantile,LINK,Immigration Percent,Immigration Quantile,Education Percent,Education Quantile,PERIMETER,Owner Percent,Owner Quantile,PROV,RADIO,RADPAIS_,REDCODE,Regular Percent,Regular Quantile,TIPO,Uninhabited Percent,Uninhabited Quantile,coordinates,type
31902,16537.0,2,2.0,12.0,78.4,7,89.3,7,41.5,8,,7.7,2,65.4,9,515.638,41.9,1,2.0,4.0,31902.0,20021204.0,83.4,2,,5.2,7,"[[[-58.40744, -34.58724], [-58.40735, -34.58714], [-58.40662, -34.58633], [-58.4056, -34.58711], [-58.4055, -34.587180000000004], [-58.4056, -34.58727], [-58.40646, -34.58798], [-58.40733, -34.58733], [-58.40744, -34.58724]]]",Polygon
36001,48791.31,8,8.0,5.0,51.7,0,78.6,0,21.9,2,,19.9,8,8.0,0,1445.228,69.7,8,2.0,5.0,36001.0,20080505.0,91.5,7,,1.5,1,"[[[-58.4805, -34.66412], [-58.47972, -34.66345], [-58.47897, -34.66404], [-58.47888, -34.66412], [-58.47815, -34.66467], [-58.47775, -34.66499], [-58.47763, -34.66508], [-58.47711, -34.66548], [-58.47662, -34.66586], [-58.4768, -34.66601], [-58.47687, -34.66608], [-58.47713, -34.66628], [-58.47692, -34.66644], [-58.476820000000004, -34.66652], [-58.47661, -34.66669], [-58.47639, -34.66686], [-58.47562, -34.66746], [-58.47557, -34.66751], [-58.47543, -34.66759], [-58.47544, -34.66761], [-58.47554, -34.66775], [-58.47558, -34.66796], [-58.47583, -34.66774], [-58.47689, -34.66693], [-58.47777, -34.66625], [-58.47789, -34.66614], [-58.4784, -34.66575], [-58.47893, -34.66534], [-58.47963, -34.6648], [-58.47975, -34.66471], [-58.4805, -34.66412]]]",Polygon
31903,13407.25,2,2.0,23.0,79.5,8,89.2,7,23.7,3,,8.3,2,57.6,8,470.253,66.4,7,2.0,1.0,31903.0,20022301.0,90.1,6,,2.4,3,"[[[-58.40744, -34.58724], [-58.40828, -34.58817], [-58.40903, -34.58756], [-58.40832, -34.58655], [-58.40744, -34.58724]]]",Polygon
31904,15901.25,2,2.0,4.0,86.6,9,92.3,9,16.0,0,,10.5,5,59.4,9,506.094,49.8,2,2.0,1.0,31904.0,20020401.0,65.8,0,,13.8,9,"[[[-58.38744, -34.58591], [-58.38835, -34.5868], [-58.38893, -34.58646], [-58.3894, -34.58618], [-58.38948, -34.58613], [-58.38864, -34.58533], [-58.38858, -34.58535], [-58.38744, -34.58591]]]",Polygon
31905,21873.75,2,2.0,12.0,82.9,9,90.9,8,32.8,6,,7.4,1,63.6,9,601.044,57.7,4,2.0,6.0,31905.0,20021206.0,90.5,7,,4.3,6,"[[[-58.40366, -34.58685], [-58.40298, -34.58725], [-58.40392, -34.58793], [-58.40405, -34.58803], [-58.40455, -34.58774], [-58.40537, -34.58727], [-58.4055, -34.587180000000004], [-58.40462, -34.58643], [-58.40451, -34.58634], [-58.40366, -34.58685]]]",Polygon
33183,38667.25,6,6.0,3.0,81.0,8,92.1,9,22.7,2,,7.8,2,47.1,7,816.248,63.6,6,2.0,4.0,33183.0,20060304.0,86.4,3,,0.30000000000000004,0,"[[[-58.44992, -34.6094], [-58.44917, -34.61081], [-58.45026, -34.61123], [-58.4516, -34.61176], [-58.45217, -34.61081], [-58.45228, -34.61068], [-58.45159, -34.61031], [-58.45095, -34.60996], [-58.44992, -34.6094]]]",Polygon
31906,8151.75,14,14.0,28.0,76.8,7,88.4,6,41.7,8,,7.6,2,63.2,9,370.164,40.7,1,2.0,8.0,31906.0,20142808.0,82.5,1,,8.2,9,"[[[-58.41099, -34.58722], [-58.41154, -34.58807], [-58.41173, -34.58795], [-58.41219, -34.58765], [-58.41162, -34.58678], [-58.41099, -34.58722]]]",Polygon
31908,12417.63,1,1.0,3.0,7.1,0,91.0,8,35.6,7,,89.6,9,5.1,0,824.209,43.8,1,2.0,11.0,31908.0,20010311.0,79.4,1,,0.0,0,"[[[-58.3811, -34.58539], [-58.3809, -34.585210000000004], [-58.38131, -34.58499], [-58.38122, -34.58491], [-58.38056, -34.58523], [-58.38026, -34.58542], [-58.38033, -34.58551], [-58.38027, -34.58555], [-58.38029, -34.58558], [-58.38005, -34.58567], [-58.37995, -34.5857], [-58.37986, -34.5856], [-58.37982, -34.58555], [-58.37977, -34.58557], [-58.37963, -34.58564], [-58.37949, -34.58571], [-58.37943, -34.58574], [-58.37927, -34.58584], [-58.37919, -34.58588], [-58.37905, -34.58595], [-58.37889, -34.58603], [-58.3787, -34.58611], [-58.37873, -34.58615], [-58.37856, -34.586240000000004], [-58.37841, -34.58633], [-58.37826, -34.58641], [-58.37824, -34.58639], [-58.37807, -34.58646], [-58.37812, -34.58655], [-58.37806, -34.58659], [-58.37809, -34.58661], [-58.37822, -34.58681], [-58.38011, -34.58587], [-58.3811, -34.58539]]]",Polygon
36008,257836.6,8,8.0,13.0,51.1,0,80.9,0,28.5,4,,18.6,8,4.5,0,2779.187,58.3,5,2.0,3.0,36008.0,20081303.0,86.7,4,,2.4,3,"[[[-58.43254, -34.66128], [-58.43181, -34.66207], [-58.43172, -34.66215], [-58.43106, -34.66298], [-58.43231, -34.66367], [-58.43243, -34.66373], [-58.43356, -34.66436], [-58.43471, -34.66499], [-58.43515, -34.66389], [-58.43526, -34.66394], [-58.43635, -34.66441], [-58.43657, -34.6645], [-58.4378, -34.66504], [-58.43884, -34.66549], [-58.43922, -34.66568], [-58.43947, -34.66581], [-58.43966, -34.66593], [-58.43979, -34.66604], [-58.43993, -34.66616], [-58.44015, -34.66603], [-58.44035, -34.66625], [-58.44094, -34.66678], [-58.44215, -34.6658], [-58.44133, -34.6651], [-58.44038, -34.66427], [-58.44026, -34.66417], [-58.43942, -34.66345], [-58.4387, -34.66282], [-58.43754, -34.66181], [-58.43657, -34.66098], [-58.43574, -34.66164], [-58.43487, -34.66234], [-58.43374, -34.66183], [-58.43254, -34.66128]]]",Polygon
31910,39789.75,14,14.0,13.0,69.6,4,87.7,5,46.2,9,,10.7,5,43.7,6,959.256,48.8,2,2.0,11.0,31910.0,20141311.0,95.0,9,,8.4,9,"[[[-58.43398, -34.58872], [-58.43313, -34.58816], [-58.43218, -34.58876], [-58.43121, -34.58939], [-58.43172, -34.58972], [-58.43217, -34.59002], [-58.43344, -34.59084], [-58.43437, -34.59021], [-58.43309, -34.58936], [-58.43398, -34.58872]]]",Polygon
31911,7372.625,14,14.0,26.0,85.3,9,89.1,6,29.9,5,,5.4,0,62.0,9,377.281,56.0,4,2.0,3.0,31911.0,20142603.0,85.9,3,,3.9,5,"[[[-58.41566, -34.58736], [-58.41516, -34.58706], [-58.41411, -34.5878], [-58.41454, -34.58815], [-58.41481, -34.58797], [-58.41566, -34.58736]]]",Polygon
31912,8248.875,14,14.0,20.0,81.0,8,92.9,9,38.1,7,,10.1,4,50.6,7,368.538,51.2,3,2.0,7.0,31912.0,20142007.0,89.3,6,,1.4,1,"[[[-58.42017, -34.58779], [-58.41947, -34.58735], [-58.41866, -34.588], [-58.41878, -34.58807], [-58.41937, -34.58842], [-58.42017, -34.58779]]]",Polygon
36011,86907.56,8,8.0,4.0,56.7,1,81.9,0,16.3,0,,15.1,7,12.2,0,1436.514,75.4,9,2.0,6.0,36011.0,20080406.0,91.7,8,,4.2,6,"[[[-58.48246, -34.66388], [-58.48129, -34.66479], [-58.48207, -34.66546], [-58.48286, -34.66613], [-58.48151, -34.66718], [-58.48128, -34.66736], [-58.481700000000004, -34.66773], [-58.48206, -34.66804], [-58.48248, -34.66841], [-58.48261, -34.6683], [-58.48309, -34.66792], [-58.48346, -34.66763], [-58.48407, -34.66716], [-58.48523, -34.66624], [-58.48483, -34.66588], [-58.48452, -34.66562], [-58.48418, -34.66532], [-58.48404, -34.66521], [-58.48391, -34.66512], [-58.48325, -34.66455], [-58.48261, -34.664], [-58.48246, -34.66388]]]",Polygon
31913,18532.13,14,14.0,26.0,79.7,8,89.4,7,23.1,2,,9.0,3,61.7,9,566.391,67.8,8,2.0,6.0,31913.0,20142606.0,90.9,7,,4.2,6,"[[[-58.41236, -34.58754], [-58.4136, -34.58878], [-58.4144, -34.58826], [-58.41454, -34.58815], [-58.41411, -34.5878], [-58.41337, -34.58719], [-58.41315, -34.58701], [-58.41236, -34.58754]]]",Polygon
31915,87670.13,15,15.0,12.0,67.5,3,88.0,5,40.1,8,,20.5,8,25.6,2,1438.38,47.8,2,2.0,1.0,31915.0,20151201.0,88.0,4,,0.7000000000000001,0,"[[[-58.43825, -34.58886], [-58.4384, -34.5893], [-58.43864, -34.59003], [-58.43884, -34.59057], [-58.43914, -34.59109], [-58.43966, -34.59154], [-58.4407, -34.59227], [-58.44164, -34.59126], [-58.44189, -34.59146], [-58.44262, -34.592060000000004], [-58.44317, -34.59147], [-58.44332, -34.59132], [-58.44348, -34.59115], [-58.44356, -34.59108], [-58.44347, -34.59104], [-58.44333, -34.59097], [-58.44318, -34.59089], [-58.44305, -34.59083], [-58.4429, -34.59076], [-58.44277, -34.5907], [-58.44263, -34.59063], [-58.44248, -34.59056], [-58.44237, -34.59051], [-58.44234, -34.59049], [-58.44219, -34.59042], [-58.44206, -34.59036], [-58.44192, -34.59029], [-58.44179, -34.59022], [-58.44165, -34.59016], [-58.44151, -34.59008], [-58.44136, -34.59002], [-58.44121, -34.58994], [-58.44117, -34.58993], [-58.44108, -34.58989], [-58.44106, -34.58988], [-58.44094, -34.58981], [-58.44079, -34.58974], [-58.44065, -34.58968], [-58.44049, -34.5896], [-58.44033, -34.58953], [-58.44019, -34.58945], [-58.44004, -34.58938], [-58.43997, -34.58935], [-58.43854, -34.58867], [-58.43849, -34.58869], [-58.43842, -34.58874], [-58.4384, -34.58875], [-58.43837, -34.58877], [-58.43835, -34.58879], [-58.43832, -34.58881], [-58.43828, -34.58883], [-58.43825, -34.58886]]]",Polygon
36014,52757.31,9,9.0,16.0,51.4,0,83.8,1,19.4,1,,7.3,1,5.7,0,978.609,68.0,8,2.0,11.0,36014.0,20091611.0,87.4,4,,3.5,5,"[[[-58.49731, -34.66491], [-58.49506, -34.66677], [-58.4963, -34.66798], [-58.49642, -34.6679], [-58.49647, -34.66787], [-58.49658, -34.66783], [-58.49669, -34.6678], [-58.49674, -34.66779], [-58.49681, -34.66777], [-58.49694, -34.66776], [-58.49704, -34.66776], [-58.49712, -34.66776], [-58.49722, -34.66777], [-58.4973, -34.66696], [-58.49856, -34.66595], [-58.49809, -34.66555], [-58.49731, -34.66491]]]",Polygon
33184,21963.69,6,6.0,5.0,73.0,5,84.9,2,30.8,5,,10.1,4,32.7,4,637.29,36.5,0,2.0,12.0,33184.0,20060512.0,67.3,0,,0.6000000000000001,0,"[[[-58.43885, -34.6088], [-58.43835, -34.61044], [-58.43907, -34.61072], [-58.4393, -34.6108], [-58.44012, -34.6088], [-58.43885, -34.6088]]]",Polygon
31916,9544.5,2,2.0,2.0,82.3,9,91.5,9,22.0,2,,7.1,1,60.7,9,592.941,63.1,6,2.0,7.0,31916.0,20020207.0,85.1,3,,6.1,8,"[[[-58.39498, -34.58636], [-58.39621, -34.58697], [-58.39721, -34.58746], [-58.39729, -34.58741], [-58.39756, -34.58716], [-58.39733, -34.58706], [-58.39692, -34.58708], [-58.39651, -34.58678], [-58.39543, -34.58598], [-58.39534, -34.58606], [-58.39498, -34.58636]]]",Polygon
31921,58351.38,14,14.0,21.0,71.6,5,88.4,6,20.6,1,,14.5,7,44.7,6,978.852,69.0,8,2.0,5.0,31921.0,20142105.0,89.7,6,,1.2,1,"[[[-58.4262, -34.58872], [-58.42508, -34.58947], [-58.426050000000004, -34.59012], [-58.42704, -34.59078], [-58.42819, -34.59003], [-58.42922, -34.58934], [-58.42906, -34.58924], [-58.42871, -34.58901], [-58.4282, -34.58869], [-58.42768, -34.58835], [-58.4272, -34.58804], [-58.4262, -34.58872]]]",Polygon
31922,14392.13,2,2.0,10.0,76.3,7,89.2,7,42.2,8,,8.9,3,62.4,9,487.1,44.3,1,2.0,1.0,31922.0,20021001.0,86.5,3,,3.3,5,"[[[-58.40095, -34.58705], [-58.40188, -34.58777], [-58.40197, -34.58785], [-58.40298, -34.58725], [-58.40191, -34.58646], [-58.40105, -34.58699], [-58.40095, -34.58705]]]",Polygon
31923,32253.88,15,15.0,11.0,80.6,8,91.2,8,41.5,8,,9.0,3,42.6,6,711.313,49.7,2,2.0,12.0,31923.0,20151112.0,91.2,7,,1.8,2,"[[[-58.44633, -34.5898], [-58.44634, -34.58985], [-58.44664, -34.59084], [-58.44667, -34.59088], [-58.4468, -34.59098], [-58.4476, -34.5917], [-58.44788, -34.59143], [-58.44875, -34.59062], [-58.44738, -34.58934], [-58.44633, -34.5898]]]",Polygon
31924,23411.25,14,14.0,26.0,78.7,8,88.3,6,31.6,6,,7.8,2,51.9,8,615.989,56.8,4,2.0,4.0,31924.0,20142604.0,88.4,5,,4.1,6,"[[[-58.41706, -34.58818], [-58.41566, -34.58736], [-58.41481, -34.58797], [-58.41454, -34.58815], [-58.41575, -34.58916], [-58.41586, -34.58908], [-58.4168, -34.58838], [-58.41706, -34.58818]]]",Polygon
36023,21698.56,8,8.0,5.0,68.1,3,88.6,6,10.4,0,,2.7,0,16.3,1,706.337,75.8,9,2.0,9.0,36023.0,20080509.0,86.2,3,,0.30000000000000004,0,"[[[-58.47329, -34.66453], [-58.47332, -34.66458], [-58.47367, -34.66537], [-58.4742, -34.66536], [-58.47452, -34.66537], [-58.47454, -34.66507], [-58.47474, -34.66507], [-58.47472, -34.66539], [-58.47511, -34.66539], [-58.4751, -34.66546], [-58.4753, -34.66547], [-58.4753, -34.66537], [-58.4754, -34.66537], [-58.4754, -34.665], [-58.4756, -34.665], [-58.47539, -34.66483], [-58.47504, -34.66453], [-58.47497, -34.66447], [-58.47447, -34.66404], [-58.47425, -34.66385], [-58.47376, -34.66424], [-58.47375, -34.66422], [-58.47329, -34.66453]]]",Polygon
31926,22763.5,14,14.0,21.0,77.5,7,91.2,8,32.6,6,,19.7,8,50.0,7,733.45,52.6,3,2.0,7.0,31926.0,20142107.0,85.3,3,,4.2,6,"[[[-58.42326, -34.58826], [-58.42308, -34.58815], [-58.42257, -34.58782], [-58.42149, -34.58861], [-58.4203, -34.58898], [-58.42143, -34.58966], [-58.42225, -34.58936], [-58.42249, -34.58927], [-58.42221, -34.58909], [-58.42326, -34.58826]]]",Polygon
36025,635885.1,8,8.0,13.0,51.7,0,84.7,2,22.9,2,,12.7,6,3.4,0,4113.079,61.9,6,2.0,2.0,36025.0,20081302.0,84.7,2,,0.0,0,"[[[-58.42503, -34.66081], [-58.42495, -34.66092], [-58.42469, -34.66122], [-58.4246, -34.66133], [-58.42411, -34.66195], [-58.42383, -34.66234], [-58.42498, -34.66318], [-58.42587, -34.66391], [-58.42669, -34.66468], [-58.42733, -34.66541], [-58.42805, -34.66625], [-58.42853, -34.66685], [-58.42885, -34.66732], [-58.43092, -34.66979], [-58.43145, -34.6704], [-58.43193, -34.67097], [-58.43237, -34.67067], [-58.43228, -34.67059], [-58.43402, -34.66958], [-58.43414, -34.66951], [-58.43549, -34.66874], [-58.43685, -34.66795], [-58.43784, -34.66738], [-58.43975, -34.66628], [-58.43993, -34.66616], [-58.43979, -34.66604], [-58.43966, -34.66593], [-58.43947, -34.66581], [-58.43922, -34.66568], [-58.43884, -34.66549], [-58.4378, -34.66504], [-58.43657, -34.6645], [-58.43635, -34.66441], [-58.43526, -34.66394], [-58.43515, -34.66389], [-58.43471, -34.66499], [-58.43356, -34.66436], [-58.43243, -34.66373], [-58.43231, -34.66367], [-58.43106, -34.66298], [-58.43035, -34.66385], [-58.4302, -34.66376], [-58.42929, -34.66326], [-58.42822, -34.66267], [-58.42715, -34.66209], [-58.42612, -34.66152], [-58.42594, -34.661410000000004], [-58.42579, -34.66131], [-58.42503, -34.66081]]]",Polygon
31928,9974.875,14,14.0,25.0,79.2,8,90.7,8,31.0,5,,5.1,0,62.3,9,405.111,52.8,3,2.0,2.0,31928.0,20142502.0,83.8,2,,13.3,9,"[[[-58.41866, -34.588], [-58.41791, -34.58756], [-58.41727, -34.58803], [-58.41706, -34.58818], [-58.41791, -34.58869], [-58.41878, -34.58807], [-58.41866, -34.588]]]",Polygon
36027,102587.6,9,9.0,16.0,62.3,2,83.1,1,22.7,2,,12.0,6,13.2,0,1367.519,65.3,7,2.0,6.0,36027.0,20091606.0,88.0,4,,1.4,1,"[[[-58.50259, -34.66619], [-58.50236, -34.666], [-58.50141, -34.66678], [-58.50049, -34.66755], [-58.5013, -34.6682], [-58.5021, -34.66886], [-58.5029, -34.66952], [-58.5038, -34.66878], [-58.50474, -34.668], [-58.50559, -34.66729], [-58.50573, -34.66718], [-58.50492, -34.66651], [-58.50414, -34.66584], [-58.50315, -34.66666], [-58.50259, -34.66619]]]",Polygon
33185,37960.5,11,11.0,16.0,70.7,4,89.4,7,27.8,4,,10.1,4,27.8,3,820.43,66.9,7,2.0,3.0,33185.0,20111603.0,94.7,9,,4.6,6,"[[[-58.48142, -34.61141], [-58.48062, -34.61242], [-58.47981, -34.61342], [-58.48002, -34.61353], [-58.48111, -34.6141], [-58.48191, -34.6131], [-58.48271, -34.6121], [-58.48142, -34.61141]]]",Polygon
31930,91866.31,15,15.0,7.0,57.2,1,81.5,0,25.5,3,,12.2,6,16.1,1,1318.824,62.6,6,2.0,2.0,31930.0,20150702.0,88.1,5,,1.2,1,"[[[-58.46677, -34.59063], [-58.46659, -34.59074], [-58.46653, -34.59077], [-58.46612, -34.59104], [-58.46595, -34.59115], [-58.46503, -34.59194], [-58.46441, -34.59247], [-58.46438, -34.59255], [-58.46445, -34.59275], [-58.46469, -34.59355], [-58.46482, -34.59404], [-58.4652, -34.59534], [-58.46528, -34.59521], [-58.46539, -34.59511], [-58.4661, -34.59429], [-58.4667, -34.59367], [-58.46708, -34.59329], [-58.46798, -34.59236], [-58.46809, -34.59225], [-58.46839, -34.59195], [-58.46831, -34.59191], [-58.46803, -34.59175], [-58.46787, -34.59162], [-58.46777, -34.59155], [-58.46771, -34.5915], [-58.46742, -34.59124], [-58.46735, -34.59117], [-58.46685, -34.5907], [-58.46677, -34.59063]]]",Polygon
31931,61964.75,15,15.0,12.0,64.0,2,90.5,8,30.0,5,,13.8,7,28.9,3,1070.021,46.6,2,2.0,2.0,31931.0,20151202.0,76.7,0,,3.8,5,"[[[-58.43712, -34.58961], [-58.43617, -34.59025], [-58.43603, -34.59034], [-58.4353, -34.59082], [-58.43635, -34.59141], [-58.43746, -34.59205], [-58.43803, -34.59144], [-58.43819, -34.59154], [-58.43833, -34.59163], [-58.43914, -34.59109], [-58.43884, -34.59057], [-58.43864, -34.59003], [-58.4384, -34.5893], [-58.43825, -34.58886], [-58.43812, -34.58894], [-58.43804, -34.58899], [-58.43712, -34.58961]]]",Polygon
31934,10411.88,2,2.0,10.0,76.8,7,87.3,4,46.0,9,,9.2,3,59.4,9,418.523,39.0,0,2.0,5.0,31934.0,20021005.0,85.0,3,,6.4,8,"[[[-58.40095, -34.58705], [-58.40085, -34.58697], [-58.40022, -34.58653], [-58.39917, -34.58719], [-58.39978, -34.58762], [-58.39989, -34.58769], [-58.40095, -34.58705]]]",Polygon
31935,12766.5,14,14.0,14.0,74.9,6,81.8,0,32.4,6,,9.7,4,54.4,8,476.308,59.9,5,2.0,11.0,31935.0,20141411.0,92.2,8,,3.6,5,"[[[-58.41937, -34.58842], [-58.4203, -34.58898], [-58.42149, -34.58861], [-58.42017, -34.58779], [-58.41937, -34.58842]]]",Polygon
31937,39802.88,14,14.0,13.0,77.2,7,90.8,8,36.7,7,,13.9,7,40.4,6,960.434,50.3,2,2.0,10.0,31937.0,20141310.0,87.1,4,,5.5,7,"[[[-58.43617, -34.59025], [-58.43526, -34.58958], [-58.43514, -34.58949], [-58.43398, -34.58872], [-58.43309, -34.58936], [-58.43437, -34.59021], [-58.43344, -34.59084], [-58.43436, -34.59145], [-58.4353, -34.59082], [-58.43603, -34.59034], [-58.43617, -34.59025]]]",Polygon
36037,24665.25,8,8.0,6.0,67.9,3,86.1,3,10.1,0,,6.5,1,16.2,1,728.286,75.5,9,2.0,2.0,36037.0,20080602.0,85.6,3,,0.5,0,"[[[-58.471, -34.66401], [-58.47094, -34.66406], [-58.47059, -34.66434], [-58.47016, -34.66467], [-58.47066, -34.6651], [-58.47086, -34.66526], [-58.47114, -34.66551], [-58.47161, -34.6659], [-58.47202, -34.66557], [-58.4724, -34.66588], [-58.47259, -34.66589], [-58.47298, -34.66557], [-58.4725, -34.66518], [-58.47203, -34.66478], [-58.47197, -34.66483], [-58.4715, -34.66443], [-58.471, -34.66401]]]",Polygon
31939,12803.5,2,2.0,10.0,76.5,7,89.6,7,24.2,3,,9.7,4,58.4,8,460.382,54.4,3,2.0,9.0,31939.0,20021009.0,78.5,1,,6.9,8,"[[[-58.39917, -34.58719], [-58.39824, -34.58655], [-58.39756, -34.58716], [-58.39729, -34.58741], [-58.39802, -34.5879], [-58.39917, -34.58719]]]",Polygon
31940,12658.63,2,2.0,3.0,81.5,9,91.2,8,46.6,9,,16.8,8,60.7,9,458.757,42.0,1,2.0,2.0,31940.0,20020302.0,88.5,5,,10.4,9,"[[[-58.39621, -34.58697], [-58.39498, -34.58636], [-58.39441, -34.58682], [-58.39505, -34.58758], [-58.39518, -34.58773], [-58.39621, -34.58697]]]",Polygon
36039,86727.56,8,8.0,1.0,29.8,0,85.0,2,38.3,7,,47.6,9,4.1,0,1297.272,47.7,2,2.0,8.0,36039.0,20080108.0,86.1,3,,0.5,0,"[[[-58.491, -34.66526], [-58.48986, -34.66616], [-58.48871, -34.66707], [-58.48861, -34.66713], [-58.48736, -34.6681], [-58.48748, -34.6682], [-58.48817, -34.6688], [-58.48888, -34.66944], [-58.48945, -34.66899], [-58.49013, -34.66846], [-58.49017, -34.6685], [-58.49056, -34.66795], [-58.49057, -34.66788], [-58.49121, -34.66732], [-58.49218, -34.66645], [-58.49193, -34.66618], [-58.49175, -34.666], [-58.49113, -34.66539], [-58.491, -34.66526]]]",Polygon
31941,21519.88,2,2.0,4.0,80.8,8,90.9,8,31.6,6,,11.7,5,65.9,9,596.234,54.3,3,2.0,8.0,31941.0,20020408.0,85.9,3,,9.7,9,"[[[-58.38585, -34.5866], [-58.38708, -34.58755], [-58.38722, -34.58747], [-58.38835, -34.5868], [-58.38744, -34.58591], [-58.38585, -34.5866]]]",Polygon
33186,75603.81,6,6.0,7.0,78.6,8,88.7,6,28.6,4,,7.0,1,44.6,6,1178.443,55.3,4,2.0,7.0,33186.0,20060707.0,83.9,2,,1.8,2,"[[[-58.4387, -34.6088], [-58.43756, -34.60879], [-58.43739, -34.60879], [-58.43715, -34.60879], [-58.4369, -34.60878], [-58.43611, -34.60878], [-58.43473, -34.60874], [-58.43427, -34.6097], [-58.43569, -34.6103], [-58.43649, -34.61063], [-58.43667, -34.6107], [-58.43809, -34.61129], [-58.43835, -34.61044], [-58.43885, -34.6088], [-58.4387, -34.6088]]]",Polygon
31943,17550.38,14,14.0,26.0,78.9,8,87.4,5,22.7,2,,8.8,3,59.2,9,554.677,55.1,4,2.0,7.0,31943.0,20142607.0,77.8,0,,3.8,5,"[[[-58.41219, -34.58765], [-58.41173, -34.58795], [-58.41154, -34.58807], [-58.41275, -34.58933], [-58.4136, -34.58878], [-58.41236, -34.58754], [-58.41219, -34.58765]]]",Polygon
31944,14841.75,2,2.0,23.0,77.9,7,91.6,9,32.2,6,,8.4,2,63.3,9,490.096,52.3,3,2.0,2.0,31944.0,20022302.0,84.6,2,,4.3,6,"[[[-58.40646, -34.58798], [-58.40745, -34.58883], [-58.40759, -34.58872], [-58.40818, -34.58825], [-58.40828, -34.58817], [-58.40744, -34.58724], [-58.40733, -34.58733], [-58.40646, -34.58798]]]",Polygon
31946,25409.5,14,14.0,21.0,73.7,6,87.9,5,33.7,6,,10.5,5,49.2,7,742.838,49.8,2,2.0,8.0,31946.0,20142108.0,83.6,2,,4.0,6,"[[[-58.4232, -34.58975], [-58.42425, -34.58893], [-58.42326, -34.58826], [-58.42221, -34.58909], [-58.42249, -34.58927], [-58.42225, -34.58936], [-58.42143, -34.58966], [-58.42236, -34.59029], [-58.42245, -34.59034], [-58.4232, -34.58975]]]",Polygon
36045,124530.4,9,9.0,16.0,58.0,1,85.1,2,23.7,3,,9.1,3,8.5,0,1475.367,62.7,6,2.0,10.0,36045.0,20091610.0,86.4,3,,0.9,1,"[[[-58.49856, -34.66595], [-58.4973, -34.66696], [-58.49722, -34.66777], [-58.49712, -34.66776], [-58.49704, -34.66776], [-58.49694, -34.66776], [-58.49681, -34.66777], [-58.49674, -34.66779], [-58.49669, -34.6678], [-58.49658, -34.66783], [-58.49647, -34.66787], [-58.49642, -34.6679], [-58.4963, -34.66798], [-58.49687, -34.66854], [-58.49703, -34.6687], [-58.49713, -34.66879], [-58.49819, -34.66965], [-58.49827, -34.66971], [-58.49888, -34.67022], [-58.49963, -34.67084], [-58.50048, -34.66954], [-58.5013, -34.6682], [-58.50049, -34.66755], [-58.49971, -34.6669], [-58.49968, -34.66687], [-58.49888, -34.66621], [-58.49856, -34.66595]]]",Polygon
31947,55552.63,11,11.0,1.0,74.9,6,87.1,4,22.6,2,,7.9,2,38.3,5,1425.421,49.5,2,2.0,11.0,31947.0,20110111.0,72.1,0,,3.7,5,"[[[-58.50347, -34.59395], [-58.50308, -34.59438], [-58.50354, -34.59445], [-58.50318, -34.59458], [-58.50477, -34.59482], [-58.50509, -34.59488], [-58.50663, -34.59508], [-58.50725, -34.59518], [-58.50845, -34.59536], [-58.50965, -34.59554], [-58.50927, -34.59532], [-58.50878, -34.595], [-58.50744, -34.59417], [-58.50626, -34.59344], [-58.50591, -34.59357], [-58.50512, -34.59386], [-58.50406, -34.59426], [-58.504, -34.59428], [-58.50347, -34.59395]]]",Polygon
31949,21054.13,2,2.0,12.0,80.8,8,90.2,8,40.2,8,,7.3,1,63.6,9,587.274,47.6,2,2.0,5.0,31949.0,20021205.0,87.8,4,,2.8,4,"[[[-58.40646, -34.58798], [-58.4056, -34.58727], [-58.4055, -34.587180000000004], [-58.40537, -34.58727], [-58.40455, -34.58774], [-58.40405, -34.58803], [-58.40523, -34.58889], [-58.40646, -34.58798]]]",Polygon
36048,49008.63,8,8.0,6.0,69.7,4,86.3,3,9.7,0,,5.7,0,11.6,0,1341.174,79.1,9,2.0,3.0,36048.0,20080603.0,88.8,5,,0.5,0,"[[[-58.47329, -34.66453], [-58.47285, -34.66489], [-58.4725, -34.66518], [-58.47298, -34.66557], [-58.47259, -34.66589], [-58.4724, -34.66588], [-58.47202, -34.66557], [-58.47161, -34.6659], [-58.47208, -34.6663], [-58.47243, -34.66659], [-58.47256, -34.66669], [-58.47302, -34.66711], [-58.47322, -34.66727], [-58.47349, -34.6675], [-58.474, -34.66794], [-58.4744, -34.66827], [-58.47526, -34.66897], [-58.475, -34.6684], [-58.47483, -34.66801], [-58.47405, -34.66623], [-58.47367, -34.66537], [-58.47332, -34.66458], [-58.47329, -34.66453]]]",Polygon
